"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1081,212,783,86,11,0,13628
"Aomori","青森県",27,1,25,1,0,0,850
"Iwate","岩手県",0,0,0,0,0,0,662
"Miyagi","宮城県",88,0,87,1,0,0,2923
"Akita","秋田県",16,0,16,0,0,0,933
"Yamagata","山形県",69,3,66,0,1,0,2656
"Fukushima","福島県",81,6,75,0,0,0,4431
"Ibaraki","茨城県",168,7,151,10,0,0,4628
"Tochigi","栃木県",65,16,49,0,2,0,3843
"Gunma","群馬県",149,12,118,19,1,0,3632
"Saitama","埼玉県",1003,65,890,48,5,0,20686
"Chiba","千葉県",907,57,805,45,4,0,14547
"Tokyo","東京都",5231,419,4508,304,31,0,15005
"Kanagawa","神奈川県",1359,197,1080,82,26,0,9446
"Niigata","新潟県",83,5,77,0,0,1,4174
"Toyama","富山県",227,18,187,22,0,0,3144
"Ishikawa","石川県",298,54,219,25,3,0,2713
"Fukui","福井県",122,5,109,8,1,0,2619
"Yamanashi","山梨県",64,4,59,1,0,0,3877
"Nagano","長野県",76,7,69,"-",1,0,2701
"Gifu","岐阜県",150,2,141,7,1,0,3600
"Shizuoka","静岡県",76,3,72,1,0,0,3517
"Aichi","愛知県",507,15,455,34,0,3,9970
"Mie","三重県",45,3,41,1,0,0,2495
"Shiga","滋賀県",100,8,91,1,1,0,1852
"Kyoto","京都府",358,18,323,17,1,0,7933
"Osaka","大阪府",1782,133,1552,83,17,14,30951
"Hyogo","兵庫県",699,31,626,42,5,0,11067
"Nara","奈良県",92,2,88,2,0,0,2545
"Wakayama","和歌山県",63,3,57,3,0,0,3684
"Tottori","鳥取県",3,0,3,0,0,0,1336
"Shimane","島根県",24,1,22,0,0,1,1121
"Okayama","岡山県",25,0,25,"-","-",0,1698
"Hiroshima","広島県",167,13,151,3,0,0,6907
"Yamaguchi","山口県",37,2,35,0,1,0,1696
"Tokushima","徳島県",5,0,4,1,0,0,739
"Kagawa","香川県",28,0,28,0,0,0,2178
"Ehime","愛媛県",82,28,50,4,1,0,2074
"Kochi","高知県",74,1,70,3,0,0,1785
"Fukuoka","福岡県",729,84,619,26,4,0,12444
"Saga","佐賀県",47,8,37,0,0,2,1410
"Nagasaki","長崎県",17,0,16,1,0,0,2754
"Kumamoto","熊本県",48,3,42,3,0,0,3911
"Oita","大分県",60,1,58,1,0,0,3980
"Miyazaki","宮崎県",17,0,17,0,0,0,1368
"Kagoshima","鹿児島県",10,0,10,0,0,0,1859
"Okinawa","沖縄県",142,3,137,6,2,0,2852
