"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",40633,3481,35988,1319,32,155,738158,"JP-01"
"Aomori","青森県",2451,55,2366,30,1,0,48184,"JP-02"
"Iwate","岩手県",1606,114,1446,46,0,0,80435,"JP-03"
"Miyagi","宮城県",9046,104,8850,84,8,8,151724,"JP-04"
"Akita","秋田県",764,14,730,20,1,0,14175,"JP-05"
"Yamagata","山形県",2012,47,1919,46,2,0,63062,"JP-06"
"Fukushima","福島県",4721,112,4451,158,4,0,264016,"JP-07"
"Ibaraki","茨城県",10162,280,9724,158,11,0,33007,"JP-08"
"Tochigi","栃木県",6713,234,6399,80,12,0,274940,"JP-09"
"Gunma","群馬県",7989,115,7725,149,9,0,184615,"JP-10"
"Saitama","埼玉県",45151,1001,43330,820,30,0,925325,"JP-11"
"Chiba","千葉県",38582,896,36990,696,21,0,645497,"JP-12"
"Tokyo","東京都",166915,3287,161457,2171,45,0,2401438,"JP-13"
"Kanagawa","神奈川県",64495,1691,61880,924,43,0,985166,"JP-14"
"Niigata","新潟県",3371,129,3195,47,5,0,157121,"JP-15"
"Toyama","富山県",1969,60,1872,37,3,0,69196,"JP-16"
"Ishikawa","石川県",3883,100,3668,112,2,3,113420,"JP-17"
"Fukui","福井県",1069,23,1012,34,0,0,62065,"JP-18"
"Yamanashi","山梨県",1848,240,1588,20,2,0,47764,"JP-19"
"Nagano","長野県",4940,99,4825,90,2,74,192433,"JP-20"
"Gifu","岐阜県",9292,290,8821,181,12,0,256919,"JP-21"
"Shizuoka","静岡県",8891,361,8386,144,4,0,379664,"JP-22"
"Aichi","愛知県",49863,2426,46542,895,69,0,776818,"JP-23"
"Mie","三重県",5153,172,5008,109,10,136,134562,"JP-24"
"Shiga","滋賀県",5430,218,5126,86,6,0,141251,"JP-25"
"Kyoto","京都府",16375,385,15742,230,21,18,269973,"JP-26"
"Osaka","大阪府",101941,4066,94486,2544,198,845,1983403,"JP-27"
"Hyogo","兵庫県",40534,589,38686,1263,57,4,484826,"JP-28"
"Nara","奈良県",8099,147,7830,122,11,0,160439,"JP-29"
"Wakayama","和歌山県",2654,24,2526,48,4,56,41135,"JP-30"
"Tottori","鳥取県",466,5,452,2,0,7,79855,"JP-31"
"Shimane","島根県",551,14,537,0,2,0,28600,"JP-32"
"Okayama","岡山県",7556,269,7125,121,7,41,153838,"JP-33"
"Hiroshima","広島県",11261,349,10682,159,15,71,527692,"JP-34"
"Yamaguchi","山口県",3084,158,2855,71,2,0,113166,"JP-35"
"Tokushima","徳島県",1647,20,1564,63,0,0,61986,"JP-36"
"Kagawa","香川県",2074,57,1994,28,4,5,81686,"JP-37"
"Ehime","愛媛県",2738,16,2647,75,4,0,91500,"JP-38"
"Kochi","高知県",1683,102,1558,23,7,0,10682,"JP-39"
"Fukuoka","福岡県",35031,1527,32978,494,47,32,793984,"JP-40"
"Saga","佐賀県",2539,26,2527,23,1,37,53545,"JP-41"
"Nagasaki","長崎県",3070,108,2894,68,1,0,118709,"JP-42"
"Kumamoto","熊本県",6404,142,6152,110,7,0,80455,"JP-43"
"Oita","大分県",3469,71,3339,59,2,0,158749,"JP-44"
"Miyazaki","宮崎県",3056,40,2983,27,2,6,43735,"JP-45"
"Kagoshima","鹿児島県",3605,171,3423,33,2,22,107819,"JP-46"
"Okinawa","沖縄県",19669,1974,17538,163,75,6,237686,"JP-47"
