"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2007,97,1803,107,1,0,54736
"Aomori","青森県",35,0,34,1,0,0,2348
"Iwate","岩手県",23,0,23,0,0,0,4057
"Miyagi","宮城県",383,63,318,2,0,0,9966
"Akita","秋田県",53,2,51,0,0,0,2094
"Yamagata","山形県",78,2,76,1,1,1,5094
"Fukushima","福島県",242,45,195,2,1,0,19149
"Ibaraki","茨城県",632,25,590,17,4,0,12251
"Tochigi","栃木県",426,68,346,1,1,11,29076
"Gunma","群馬県",696,111,566,19,1,0,20009
"Saitama","埼玉県",4522,265,4157,100,7,0,138988
"Chiba","千葉県",3746,304,3372,70,8,0,85235
"Tokyo","東京都",24843,2015,22429,399,30,0,433070
"Kanagawa","神奈川県",6588,532,5920,136,25,0,146306
"Niigata","新潟県",168,19,149,0,0,0,15002
"Toyama","富山県",410,5,380,25,0,0,11651
"Ishikawa","石川県",771,59,666,46,0,0,12314
"Fukui","福井県",244,4,228,10,2,2,9620
"Yamanashi","山梨県",180,3,171,6,1,0,10478
"Nagano","長野県",303,7,301,1,0,6,18446
"Gifu","岐阜県",611,19,582,10,1,0,21921
"Shizuoka","静岡県",526,13,512,1,1,0,32717
"Aichi","愛知県",5179,369,4727,83,13,0,72538
"Mie","三重県",484,80,397,7,4,0,12132
"Shiga","滋賀県",486,19,459,8,0,0,11394
"Kyoto","京都府",1710,67,1618,25,1,0,40610
"Osaka","大阪府",10333,587,9536,200,29,10,176780
"Hyogo","兵庫県",2624,92,2475,57,6,0,54134
"Nara","奈良県",560,13,538,9,0,0,19870
"Wakayama","和歌山県",238,3,228,4,0,3,9188
"Tottori","鳥取県",36,11,25,0,0,0,5397
"Shimane","島根県",140,2,138,0,0,0,5366
"Okayama","岡山県",150,1,147,"-","-",2,8110
"Hiroshima","広島県",496,23,467,3,1,3,20198
"Yamaguchi","山口県",195,5,188,2,1,0,9322
"Tokushima","徳島県",147,17,118,9,0,3,6835
"Kagawa","香川県",93,6,85,2,0,0,10406
"Ehime","愛媛県",114,0,108,6,0,0,4037
"Kochi","高知県",137,0,133,4,0,0,3428
"Fukuoka","福岡県",5017,136,4786,95,10,0,47045
"Saga","佐賀県",244,2,244,0,0,2,5796
"Nagasaki","長崎県",236,3,230,3,0,0,17828
"Kumamoto","熊本県",572,9,555,8,0,0,16183
"Oita","大分県",158,3,153,2,0,0,16202
"Miyazaki","宮崎県",344,2,342,1,0,1,8534
"Kagoshima","鹿児島県",400,17,376,12,0,5,18249
"Okinawa","沖縄県",2389,135,2213,45,7,4,37465
