"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",60309,354,58519,1467,6,31,1103179,"JP-01"
"Aomori","青森県",5717,155,5526,36,3,0,87317,"JP-02"
"Iwate","岩手県",3482,8,3422,52,0,0,120868,"JP-03"
"Miyagi","宮城県",16224,121,15983,117,3,3,239006,"JP-04"
"Akita","秋田県",1886,35,1825,26,1,0,26310,"JP-05"
"Yamagata","山形県",3507,35,3416,56,1,0,97581,"JP-06"
"Fukushima","福島県",9451,44,9233,174,4,0,405996,"JP-07"
"Ibaraki","茨城県",24211,223,23772,216,9,0,40174,"JP-08"
"Tochigi","栃木県",15303,202,14985,116,4,0,479799,"JP-09"
"Gunma","群馬県",16603,127,16304,172,9,0,292595,"JP-10"
"Saitama","埼玉県",114941,1267,112664,1010,44,0,1442072,"JP-11"
"Chiba","千葉県",99791,776,97979,1001,37,35,1060073,"JP-12"
"Tokyo","東京都",376060,2533,370567,2960,77,0,3626642,"JP-13"
"Kanagawa","神奈川県",167927,1012,165646,1269,58,0,1587153,"JP-14"
"Niigata","新潟県",7901,177,7664,60,3,0,281732,"JP-15"
"Toyama","富山県",4800,34,4715,51,1,0,112779,"JP-16"
"Ishikawa","石川県",7902,118,7638,124,1,22,191774,"JP-17"
"Fukui","福井県",3064,58,2969,37,1,0,115435,"JP-18"
"Yamanashi","山梨県",5129,72,5028,29,0,0,111974,"JP-19"
"Nagano","長野県",8760,68,8651,96,1,55,311996,"JP-20"
"Gifu","岐阜県",18811,286,18507,215,4,197,402114,"JP-21"
"Shizuoka","静岡県",26644,120,26317,207,3,0,612734,"JP-22"
"Aichi","愛知県",105543,1329,103076,1138,26,0,1287972,"JP-23"
"Mie","三重県",14641,179,14619,163,2,320,262689,"JP-24"
"Shiga","滋賀県",12291,167,12023,101,1,0,251971,"JP-25"
"Kyoto","京都府",35577,685,34603,280,18,9,417488,"JP-26"
"Osaka","大阪府",200210,2981,192480,2975,232,1774,3430199,"JP-27"
"Hyogo","兵庫県",77560,904,75268,1388,23,0,739833,"JP-28"
"Nara","奈良県",15692,180,15363,149,4,0,246847,"JP-29"
"Wakayama","和歌山県",5257,45,5048,61,9,103,64812,"JP-30"
"Tottori","鳥取県",1642,15,1599,5,0,23,144644,"JP-31"
"Shimane","島根県",1625,43,1578,4,0,0,53023,"JP-32"
"Okayama","岡山県",15129,105,14843,136,3,45,262448,"JP-33"
"Hiroshima","広島県",21714,280,21237,197,6,0,884248,"JP-34"
"Yamaguchi","山口県",5608,65,5454,89,0,0,182635,"JP-35"
"Tokushima","徳島県",3266,48,3154,64,1,0,102560,"JP-36"
"Kagawa","香川県",4687,27,4623,37,1,0,127397,"JP-37"
"Ehime","愛媛県",5199,113,5005,81,2,0,148446,"JP-38"
"Kochi","高知県",4110,23,4056,31,2,0,97205,"JP-39"
"Fukuoka","福岡県",74055,1222,72202,612,23,19,1237813,"JP-40"
"Saga","佐賀県",5768,74,5716,29,1,51,101492,"JP-41"
"Nagasaki","長崎県",6004,73,5860,72,0,1,177175,"JP-42"
"Kumamoto","熊本県",14300,119,14046,135,3,0,122510,"JP-43"
"Oita","大分県",8119,111,7926,82,3,0,259504,"JP-44"
"Miyazaki","宮崎県",6134,25,6052,41,1,16,72642,"JP-45"
"Kagoshima","鹿児島県",9061,45,9015,65,0,64,166861,"JP-46"
"Okinawa","沖縄県",49737,774,48482,323,24,158,391715,"JP-47"
