"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1339,81,1156,102,5,0,25042
"Aomori","青森県",30,4,25,1,0,0,1201
"Iwate","岩手県",0,0,0,0,0,0,1224
"Miyagi","宮城県",132,31,100,1,0,0,5103
"Akita","秋田県",16,0,16,0,0,0,1032
"Yamagata","山形県",75,4,71,1,0,1,2817
"Fukushima","福島県",84,2,82,0,0,0,8488
"Ibaraki","茨城県",225,22,193,10,2,0,6066
"Tochigi","栃木県",124,30,90,0,0,4,10851
"Gunma","群馬県",167,12,136,19,1,0,6836
"Saitama","埼玉県",1754,440,1247,67,6,0,50742
"Chiba","千葉県",1300,250,1004,46,2,0,23565
"Tokyo","東京都",9411,2028,7057,326,12,0,137338
"Kanagawa","神奈川県",1998,262,1638,98,9,0,15233
"Niigata","新潟県",89,5,83,0,0,1,5578
"Toyama","富山県",231,3,206,22,0,0,4533
"Ishikawa","石川県",303,6,270,27,1,0,3005
"Fukui","福井県",126,4,114,8,0,0,4005
"Yamanashi","山梨県",77,2,74,1,0,0,6427
"Nagano","長野県",84,7,76,"-",0,1,5055
"Gifu","岐阜県",177,19,151,7,0,0,6981
"Shizuoka","静岡県",104,19,84,1,0,0,9608
"Aichi","愛知県",613,90,489,34,0,0,15158
"Mie","三重県",56,8,46,1,0,1,3299
"Shiga","滋賀県",110,6,103,1,1,0,3296
"Kyoto","京都府",490,77,395,18,0,0,13461
"Osaka","大阪府",2245,286,1873,86,4,0,51997
"Hyogo","兵庫県",813,71,697,45,0,0,18933
"Nara","奈良県",154,49,103,2,0,0,5045
"Wakayama","和歌山県",89,13,73,3,1,0,4984
"Tottori","鳥取県",5,2,3,0,0,0,2214
"Shimane","島根県",25,1,24,0,0,0,1992
"Okayama","岡山県",41,9,28,"-","-",4,2341
"Hiroshima","広島県",207,35,170,3,0,1,8806
"Yamaguchi","山口県",42,5,37,0,0,0,3230
"Tokushima","徳島県",10,5,4,1,0,0,1415
"Kagawa","香川県",44,16,28,0,0,0,3607
"Ehime","愛媛県",82,0,77,5,0,0,2707
"Kochi","高知県",76,2,71,3,0,0,2130
"Fukuoka","福岡県",996,100,863,33,3,0,19119
"Saga","佐賀県",47,0,47,0,0,0,1781
"Nagasaki","長崎県",40,23,16,1,"-",0,4753
"Kumamoto","熊本県",50,1,46,3,0,0,4527
"Oita","大分県",60,0,59,1,0,0,5689
"Miyazaki","宮崎県",20,2,18,0,0,0,1770
"Kagoshima","鹿児島県",165,75,89,0,0,1,8314
"Okinawa","沖縄県",151,6,142,7,0,0,3457
