"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",5880,1903,3846,131,18,0,113037
"Aomori","青森県",280,27,247,6,2,0,6271
"Iwate","岩手県",86,60,22,0,0,4,6865
"Miyagi","宮城県",1027,190,829,8,5,0,16829
"Akita","秋田県",74,7,67,0,1,0,3152
"Yamagata","山形県",100,14,85,1,0,0,7078
"Fukushima","福島県",453,45,402,6,5,0,36109
"Ibaraki","茨城県",1071,215,838,18,5,0,15243
"Tochigi","栃木県",527,34,493,2,4,2,48922
"Gunma","群馬県",974,46,898,20,2,10,33422
"Saitama","埼玉県",7122,861,6138,123,15,0,212609
"Chiba","千葉県",6003,644,5275,84,8,0,148372
"Tokyo","東京都",35722,3024,32222,476,39,0,686965
"Kanagawa","神奈川県",10575,1029,9363,183,38,0,229196
"Niigata","新潟県",273,86,187,0,1,0,20328
"Toyama","富山県",435,10,399,26,0,0,15674
"Ishikawa","石川県",830,7,774,49,0,0,20120
"Fukui","福井県",289,28,250,11,1,0,12776
"Yamanashi","山梨県",291,51,234,6,2,0,12727
"Nagano","長野県",525,149,375,6,0,5,27127
"Gifu","岐阜県",855,108,734,13,0,0,30444
"Shizuoka","静岡県",978,229,745,4,3,0,50183
"Aichi","愛知県",7902,1189,6612,101,15,0,119953
"Mie","三重県",645,54,584,7,4,0,17127
"Shiga","滋賀県",696,76,611,9,0,0,14966
"Kyoto","京都府",2356,191,2130,35,3,0,58824
"Osaka","大阪府",16036,2036,13716,265,72,19,280378
"Hyogo","兵庫県",4120,459,3586,75,17,0,79834
"Nara","奈良県",896,154,731,11,3,0,28985
"Wakayama","和歌山県",346,52,284,4,4,6,11643
"Tottori","鳥取県",53,12,41,0,0,0,6156
"Shimane","島根県",142,1,141,0,0,0,6354
"Okayama","岡山県",430,80,258,10,1,82,14762
"Hiroshima","広島県",710,34,669,5,0,2,30887
"Yamaguchi","山口県",285,59,222,2,2,2,13795
"Tokushima","徳島県",174,7,159,9,2,1,7682
"Kagawa","香川県",122,17,103,2,0,0,15450
"Ehime","愛媛県",144,27,111,6,0,0,4819
"Kochi","高知県",144,0,140,4,0,0,3693
"Fukuoka","福岡県",5420,112,5203,105,3,0,184084
"Saga","佐賀県",284,16,269,1,0,2,8340
"Nagasaki","長崎県",252,6,243,3,0,0,25087
"Kumamoto","熊本県",939,67,834,10,3,28,22475
"Oita","大分県",189,28,158,3,0,0,23843
"Miyazaki","宮崎県",385,13,372,1,0,1,8852
"Kagoshima","鹿児島県",558,45,512,13,0,12,25132
"Okinawa","沖縄県",3833,331,3440,67,2,5,65427
