"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",7163,2214,4800,149,19,0,128775
"Aomori","青森県",281,19,256,6,2,0,6373
"Iwate","岩手県",137,90,50,1,1,4,7787
"Miyagi","宮城県",1100,190,901,9,8,0,18124
"Akita","秋田県",74,6,68,0,1,0,3155
"Yamagata","山形県",109,20,89,1,0,1,7236
"Fukushima","福島県",478,61,411,6,4,0,37883
"Ibaraki","茨城県",1284,305,960,19,6,0,15503
"Tochigi","栃木県",573,73,500,2,6,2,51197
"Gunma","群馬県",1045,99,925,21,1,0,34203
"Saitama","埼玉県",7704,1079,6493,132,19,0,217890
"Chiba","千葉県",6447,822,5539,86,9,0,155589
"Tokyo","東京都",38022,3948,33595,479,41,0,707444
"Kanagawa","神奈川県",11414,1207,10022,185,44,0,234414
"Niigata","新潟県",313,102,211,0,1,0,21125
"Toyama","富山県",446,21,399,26,0,0,16124
"Ishikawa","石川県",835,8,778,49,0,0,20711
"Fukui","福井県",303,31,261,11,0,0,13642
"Yamanashi","山梨県",298,50,241,7,2,0,12801
"Nagano","長野県",618,177,440,6,0,5,27741
"Gifu","岐阜県",932,143,776,13,1,0,31534
"Shizuoka","静岡県",1111,339,768,4,3,0,51416
"Aichi","愛知県",8819,1580,7133,106,18,0,125338
"Mie","三重県",732,130,595,7,5,0,18271
"Shiga","滋賀県",740,92,639,9,0,0,25153
"Kyoto","京都府",2409,214,2160,35,3,0,60062
"Osaka","大阪府",17930,3181,14452,278,98,19,296260
"Hyogo","兵庫県",4775,698,3998,79,27,0,86024
"Nara","奈良県",1010,204,795,11,5,0,29663
"Wakayama","和歌山県",395,73,312,4,4,6,12428
"Tottori","鳥取県",53,7,46,0,0,0,15397
"Shimane","島根県",142,1,141,0,0,0,6498
"Okayama","岡山県",508,109,310,11,3,78,17220
"Hiroshima","広島県",750,59,687,6,0,2,31670
"Yamaguchi","山口県",356,120,230,2,2,4,13795
"Tokushima","徳島県",179,8,161,9,2,1,7750
"Kagawa","香川県",131,21,108,2,0,0,15835
"Ehime","愛媛県",234,112,116,6,2,0,5534
"Kochi","高知県",148,4,140,4,0,0,3729
"Fukuoka","福岡県",5552,187,5259,106,3,0,190077
"Saga","佐賀県",293,16,278,1,0,2,8901
"Nagasaki","長崎県",254,14,243,3,0,6,25798
"Kumamoto","熊本県",970,73,872,12,2,13,23064
"Oita","大分県",223,57,163,3,0,0,25048
"Miyazaki","宮崎県",433,61,372,1,0,1,8918
"Kagoshima","鹿児島県",592,48,537,13,0,6,25683
"Okinawa","沖縄県",4015,319,3633,68,3,5,67667
