"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1283,56,1126,101,6,0,22763
"Aomori","青森県",28,1,26,1,0,0,1055
"Iwate","岩手県",0,0,0,0,0,0,1099
"Miyagi","宮城県",100,7,92,1,0,0,4410
"Akita","秋田県",16,0,16,0,0,0,1012
"Yamagata","山形県",71,3,68,1,0,1,2621
"Fukushima","福島県",83,1,82,0,0,0,7698
"Ibaraki","茨城県",196,19,167,10,1,0,5714
"Tochigi","栃木県",90,11,82,0,0,3,8866
"Gunma","群馬県",155,3,133,19,0,0,5690
"Saitama","埼玉県",1396,269,1060,67,3,0,42723
"Chiba","千葉県",1074,118,910,46,0,0,20087
"Tokyo","東京都",7515,1096,6094,325,5,0,111462
"Kanagawa","神奈川県",1685,158,1430,97,8,0,14021
"Niigata","新潟県",86,2,83,0,0,1,5253
"Toyama","富山県",230,3,205,22,0,0,4225
"Ishikawa","石川県",300,6,267,27,1,0,2956
"Fukui","福井県",122,0,114,8,0,0,3638
"Yamanashi","山梨県",76,1,74,1,0,0,6139
"Nagano","長野県",77,1,76,"-",0,0,3454
"Gifu","岐阜県",162,7,148,7,2,0,5747
"Shizuoka","静岡県",92,9,82,1,0,0,8602
"Aichi","愛知県",528,8,481,34,0,5,13813
"Mie","三重県",46,0,45,1,0,0,3021
"Shiga","滋賀県",104,4,99,1,0,0,2677
"Kyoto","京都府",420,40,362,18,0,0,11599
"Osaka","大阪府",1945,96,1763,86,3,0,45469
"Hyogo","兵庫県",722,15,662,45,0,0,16552
"Nara","奈良県",107,15,90,2,0,0,4383
"Wakayama","和歌山県",71,7,61,3,0,0,4318
"Tottori","鳥取県",4,1,3,0,0,0,1935
"Shimane","島根県",24,0,24,0,0,0,1281
"Okayama","岡山県",28,2,26,"-","-",0,2031
"Hiroshima","広島県",173,6,165,3,0,1,8178
"Yamaguchi","山口県",37,0,37,0,0,0,2616
"Tokushima","徳島県",10,4,4,1,0,1,1104
"Kagawa","香川県",28,0,28,0,0,0,2952
"Ehime","愛媛県",82,0,77,5,0,0,2663
"Kochi","高知県",74,0,71,3,0,0,2014
"Fukuoka","福岡県",902,53,816,33,4,0,17729
"Saga","佐賀県",47,0,47,0,0,0,1690
"Nagasaki","長崎県",19,2,16,1,0,0,3725
"Kumamoto","熊本県",49,0,46,3,0,0,4421
"Oita","大分県",60,0,59,1,0,0,5313
"Miyazaki","宮崎県",18,1,17,0,0,0,1674
"Kagoshima","鹿児島県",124,111,11,0,0,2,6048
"Okinawa","沖縄県",145,3,139,7,0,0,3097
