"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1096,197,812,87,11,0,14593
"Aomori","青森県",27,0,26,1,0,0,857
"Iwate","岩手県",0,0,0,0,0,0,695
"Miyagi","宮城県",88,0,87,1,0,0,2952
"Akita","秋田県",16,0,16,0,0,0,935
"Yamagata","山形県",69,3,66,0,1,0,2665
"Fukushima","福島県",81,6,75,0,0,0,4588
"Ibaraki","茨城県",168,5,153,10,0,0,4691
"Tochigi","栃木県",66,14,53,0,1,0,3973
"Gunma","群馬県",149,8,122,19,1,0,3713
"Saitama","埼玉県",1003,50,905,48,4,0,21810
"Chiba","千葉県",906,37,824,45,4,0,14881
"Tokyo","東京都",5283,391,4586,306,26,0,15282
"Kanagawa","神奈川県",1373,164,1123,86,19,0,9974
"Niigata","新潟県",83,1,81,0,0,1,4216
"Toyama","富山県",227,12,193,22,0,0,3407
"Ishikawa","石川県",298,46,227,25,2,0,2733
"Fukui","福井県",122,2,112,8,1,0,2675
"Yamanashi","山梨県",64,4,59,1,0,0,4088
"Nagano","長野県",76,5,71,"-",0,0,2733
"Gifu","岐阜県",151,3,141,7,1,0,3652
"Shizuoka","静岡県",76,2,73,1,0,0,3539
"Aichi","愛知県",508,12,457,34,0,5,10211
"Mie","三重県",45,0,44,1,0,0,2508
"Shiga","滋賀県",100,8,91,1,1,0,1874
"Kyoto","京都府",358,16,325,17,1,0,8135
"Osaka","大阪府",1783,93,1602,84,15,4,31646
"Hyogo","兵庫県",699,25,632,42,4,0,11206
"Nara","奈良県",92,2,88,2,0,0,2545
"Wakayama","和歌山県",63,3,57,3,0,0,3713
"Tottori","鳥取県",3,0,3,0,0,0,1353
"Shimane","島根県",24,2,22,0,1,0,1132
"Okayama","岡山県",25,0,25,"-","-",0,1716
"Hiroshima","広島県",167,6,158,3,0,0,7011
"Yamaguchi","山口県",37,1,36,0,1,0,1771
"Tokushima","徳島県",5,0,4,1,0,0,745
"Kagawa","香川県",28,0,28,0,0,0,2202
"Ehime","愛媛県",82,24,54,4,1,0,2262
"Kochi","高知県",74,0,71,3,0,0,1801
"Fukuoka","福岡県",774,121,626,27,4,0,12967
"Saga","佐賀県",47,0,45,0,0,2,1428
"Nagasaki","長崎県",17,0,16,1,0,0,2798
"Kumamoto","熊本県",48,1,44,3,0,0,3939
"Oita","大分県",60,1,58,1,0,0,4050
"Miyazaki","宮崎県",17,0,17,0,0,0,1391
"Kagoshima","鹿児島県",10,0,10,0,0,0,1880
"Okinawa","沖縄県",142,3,137,6,2,0,2872
