"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",7766,2300,5302,164,21,0,135619
"Aomori","青森県",285,16,263,6,2,0,6480
"Iwate","岩手県",162,98,76,1,1,13,8650
"Miyagi","宮城県",1147,193,945,9,8,0,18374
"Akita","秋田県",84,13,70,1,0,0,3476
"Yamagata","山形県",111,13,97,1,1,0,7374
"Fukushima","福島県",486,60,420,6,5,0,38699
"Ibaraki","茨城県",1397,337,1041,19,8,0,16254
"Tochigi","栃木県",599,79,520,2,6,2,52797
"Gunma","群馬県",1117,125,941,21,2,30,35056
"Saitama","埼玉県",8002,1175,6690,137,27,0,228115
"Chiba","千葉県",6644,775,5783,86,11,0,159758
"Tokyo","東京都",39079,3781,34813,485,60,0,736409
"Kanagawa","神奈川県",11894,1301,10404,189,64,0,246225
"Niigata","新潟県",325,101,224,0,0,0,21833
"Toyama","富山県",450,18,406,26,0,0,16763
"Ishikawa","石川県",843,14,780,49,0,0,21257
"Fukui","福井県",309,33,265,11,0,0,14286
"Yamanashi","山梨県",336,50,279,7,3,0,13394
"Nagano","長野県",654,99,524,6,0,25,29788
"Gifu","岐阜県",985,156,816,13,1,0,32518
"Shizuoka","静岡県",1395,504,887,4,4,0,54881
"Aichi","愛知県",9200,1608,7479,113,22,0,133582
"Mie","三重県",782,171,604,7,5,0,18271
"Shiga","滋賀県",760,86,665,9,0,0,26704
"Kyoto","京都府",2552,246,2269,37,4,0,63452
"Osaka","大阪府",18784,3433,15035,297,108,19,309194
"Hyogo","兵庫県",5028,692,4257,79,32,0,89727
"Nara","奈良県",1061,189,861,11,6,0,31572
"Wakayama","和歌山県",414,77,325,6,9,6,12863
"Tottori","鳥取県",58,8,49,0,0,1,16126
"Shimane","島根県",144,4,140,0,0,0,6772
"Okayama","岡山県",544,156,363,11,3,14,17220
"Hiroshima","広島県",771,57,707,6,1,1,33800
"Yamaguchi","山口県",367,117,244,2,2,4,17013
"Tokushima","徳島県",180,10,162,9,2,1,7770
"Kagawa","香川県",134,19,113,2,0,0,16352
"Ehime","愛媛県",282,141,135,6,3,0,6025
"Kochi","高知県",149,5,140,4,0,0,3747
"Fukuoka","福岡県",5591,203,5281,107,3,0,194792
"Saga","佐賀県",300,18,283,1,0,2,9342
"Nagasaki","長崎県",265,15,246,3,0,1,26332
"Kumamoto","熊本県",984,67,891,12,5,14,23229
"Oita","大分県",246,68,175,3,0,0,26211
"Miyazaki","宮崎県",458,83,375,1,2,1,9305
"Kagoshima","鹿児島県",607,40,567,13,0,13,27018
"Okinawa","沖縄県",4131,351,3717,68,4,5,69484
