"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",33976,6717,25765,990,49,504,631984,"JP-01"
"Aomori","青森県",2147,315,1804,28,5,0,40605,"JP-02"
"Iwate","岩手県",1332,195,1094,43,1,0,69463,"JP-03"
"Miyagi","宮城県",8719,320,8301,82,8,16,139781,"JP-04"
"Akita","秋田県",740,109,619,12,0,0,12871,"JP-05"
"Yamagata","山形県",1852,234,1581,37,5,0,55306,"JP-06"
"Fukushima","福島県",4425,439,3853,133,25,0,225247,"JP-07"
"Ibaraki","茨城県",9348,542,8664,142,10,0,31981,"JP-08"
"Tochigi","栃木県",6063,361,5628,74,9,0,235830,"JP-09"
"Gunma","群馬県",7523,590,6809,124,13,0,158529,"JP-10"
"Saitama","埼玉県",42659,2312,39570,777,55,0,845715,"JP-11"
"Chiba","千葉県",36243,1256,34321,666,24,0,591310,"JP-12"
"Tokyo","東京都",156250,6198,148037,2015,62,0,2210765,"JP-13"
"Kanagawa","神奈川県",59491,2306,56316,869,69,0,891644,"JP-14"
"Niigata","新潟県",3013,390,2589,34,6,0,133060,"JP-15"
"Toyama","富山県",1675,246,1395,34,8,0,59309,"JP-16"
"Ishikawa","石川県",3436,516,2821,98,12,1,82705,"JP-17"
"Fukui","福井県",1018,54,930,34,0,0,57070,"JP-18"
"Yamanashi","山梨県",1447,115,1314,19,1,1,38972,"JP-19"
"Nagano","長野県",4583,378,4188,76,7,59,168365,"JP-20"
"Gifu","岐阜県",8223,1057,7016,150,21,0,225297,"JP-21"
"Shizuoka","静岡県",7834,824,6878,132,8,0,334739,"JP-22"
"Aichi","愛知県",43501,6307,36490,704,87,0,647776,"JP-23"
"Mie","三重県",4684,491,4213,101,16,121,116606,"JP-24"
"Shiga","滋賀県",4768,502,4191,75,10,0,121821,"JP-25"
"Kyoto","京都府",15256,1425,13695,200,19,64,245346,"JP-26"
"Osaka","大阪府",97464,12702,81725,2114,344,923,1718279,"JP-27"
"Hyogo","兵庫県",38528,3353,34102,1073,98,0,439691,"JP-28"
"Nara","奈良県",7705,658,6945,102,24,0,145913,"JP-29"
"Wakayama","和歌山県",2560,165,2319,37,43,39,39066,"JP-30"
"Tottori","鳥取県",448,42,395,2,0,9,70298,"JP-31"
"Shimane","島根県",492,95,397,0,3,0,24335,"JP-32"
"Okayama","岡山県",6847,1386,5045,86,30,330,108427,"JP-33"
"Hiroshima","広島県",9222,954,6954,117,18,1197,400161,"JP-34"
"Yamaguchi","山口県",2681,540,2084,57,10,0,98010,"JP-35"
"Tokushima","徳島県",1613,129,1424,60,3,0,55790,"JP-36"
"Kagawa","香川県",1922,276,1627,24,5,5,73674,"JP-37"
"Ehime","愛媛県",2666,121,2474,71,4,0,79324,"JP-38"
"Kochi","高知県",1242,109,1113,20,3,0,8893,"JP-39"
"Fukuoka","福岡県",32461,5355,26389,413,78,304,714438,"JP-40"
"Saga","佐賀県",2394,265,2110,18,5,1,46899,"JP-41"
"Nagasaki","長崎県",2817,289,2467,61,15,0,107710,"JP-42"
"Kumamoto","熊本県",5834,907,4837,90,27,0,75676,"JP-43"
"Oita","大分県",3137,611,2489,37,5,0,138460,"JP-44"
"Miyazaki","宮崎県",2939,306,2594,25,7,14,38919,"JP-45"
"Kagoshima","鹿児島県",3108,404,2668,28,1,8,96234,"JP-46"
"Okinawa","沖縄県",14925,1899,12884,148,51,6,209874,"JP-47"
