"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1282,61,1120,101,6,0,22533
"Aomori","青森県",27,0,26,1,0,0,1038
"Iwate","岩手県",0,0,0,0,0,0,1084
"Miyagi","宮城県",99,7,91,1,0,0,4286
"Akita","秋田県",16,0,16,0,0,0,1012
"Yamagata","山形県",71,3,68,1,0,1,2618
"Fukushima","福島県",82,0,82,0,0,0,7598
"Ibaraki","茨城県",189,14,165,10,1,0,5685
"Tochigi","栃木県",90,11,74,0,0,5,8652
"Gunma","群馬県",155,3,133,19,0,0,5602
"Saitama","埼玉県",1352,244,1041,67,3,0,42105
"Chiba","千葉県",1062,110,906,46,0,0,19698
"Tokyo","東京都",7272,968,5979,325,6,0,107242
"Kanagawa","神奈川県",1653,147,1409,97,6,0,13894
"Niigata","新潟県",86,1,83,0,0,2,5212
"Toyama","富山県",230,3,205,22,0,0,4182
"Ishikawa","石川県",300,6,267,27,1,0,2950
"Fukui","福井県",122,0,114,8,0,0,3615
"Yamanashi","山梨県",75,0,74,1,0,0,6095
"Nagano","長野県",77,1,76,"-",0,0,3434
"Gifu","岐阜県",162,7,148,7,2,0,5647
"Shizuoka","静岡県",91,8,82,1,0,0,8458
"Aichi","愛知県",528,8,481,34,0,5,13813
"Mie","三重県",46,0,45,1,0,0,3009
"Shiga","滋賀県",104,4,99,1,0,0,2626
"Kyoto","京都府",415,41,356,18,0,0,11482
"Osaka","大阪府",1915,79,1750,86,3,0,44724
"Hyogo","兵庫県",720,15,660,45,0,0,16313
"Nara","奈良県",102,10,90,2,0,0,4383
"Wakayama","和歌山県",66,2,61,3,0,0,4106
"Tottori","鳥取県",4,1,3,0,0,0,1922
"Shimane","島根県",24,0,24,0,0,0,1278
"Okayama","岡山県",28,2,26,"-","-",0,2026
"Hiroshima","広島県",171,4,165,3,0,1,8128
"Yamaguchi","山口県",37,0,37,0,0,0,2592
"Tokushima","徳島県",9,4,4,1,0,0,1053
"Kagawa","香川県",28,0,28,0,0,0,2919
"Ehime","愛媛県",82,0,77,5,0,0,2657
"Kochi","高知県",74,0,71,3,0,0,2006
"Fukuoka","福岡県",898,49,816,33,3,0,17409
"Saga","佐賀県",47,0,47,0,0,0,1686
"Nagasaki","長崎県",19,2,16,1,0,0,3645
"Kumamoto","熊本県",49,0,46,3,0,0,4410
"Oita","大分県",60,0,59,1,0,0,5280
"Miyazaki","宮崎県",18,1,17,0,0,0,1661
"Kagoshima","鹿児島県",122,111,11,0,0,0,4841
"Okinawa","沖縄県",145,2,139,7,0,0,3062
