"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",59724,1259,57045,1465,19,45,1071693,"JP-01"
"Aomori","青森県",5435,451,4951,33,7,0,82129,"JP-02"
"Iwate","岩手県",3463,106,3306,51,0,0,116626,"JP-03"
"Miyagi","宮城県",15986,475,15388,113,13,10,230754,"JP-04"
"Akita","秋田県",1824,82,1716,26,2,0,24856,"JP-05"
"Yamagata","山形県",3458,102,3300,56,3,0,91641,"JP-06"
"Fukushima","福島県",9368,211,8983,174,6,0,392427,"JP-07"
"Ibaraki","茨城県",23708,882,22614,212,19,0,38857,"JP-08"
"Tochigi","栃木県",14910,580,14222,108,14,0,469911,"JP-09"
"Gunma","群馬県",16339,365,15806,168,16,0,279287,"JP-10"
"Saitama","埼玉県",113059,5169,106918,972,95,0,1396371,"JP-11"
"Chiba","千葉県",98107,3743,93396,968,61,0,1020450,"JP-12"
"Tokyo","東京都",371990,9415,359778,2797,171,0,3508121,"JP-13"
"Kanagawa","神奈川県",165568,4487,159857,1224,121,0,1523796,"JP-14"
"Niigata","新潟県",7609,382,7169,58,8,0,268295,"JP-15"
"Toyama","富山県",4741,116,4577,48,7,0,108900,"JP-16"
"Ishikawa","石川県",7740,230,7365,123,3,22,183589,"JP-17"
"Fukui","福井県",2935,129,2770,36,0,0,109852,"JP-18"
"Yamanashi","山梨県",4957,190,4739,29,1,1,105725,"JP-19"
"Nagano","長野県",8611,275,8287,95,1,46,296794,"JP-20"
"Gifu","岐阜県",18314,716,17564,208,14,174,386027,"JP-21"
"Shizuoka","静岡県",26218,1250,24771,197,12,0,586213,"JP-22"
"Aichi","愛知県",103025,10139,91785,1101,68,0,1211715,"JP-23"
"Mie","三重県",14437,893,13705,155,12,316,209444,"JP-24"
"Shiga","滋賀県",12025,434,11493,98,5,0,239630,"JP-25"
"Kyoto","京都府",34952,2691,31928,260,52,73,403906,"JP-26"
"Osaka","大阪府",195774,10615,180305,2917,482,1937,3260358,"JP-27"
"Hyogo","兵庫県",75545,3286,70883,1378,60,2,709687,"JP-28"
"Nara","奈良県",15383,606,14632,145,15,0,237186,"JP-29"
"Wakayama","和歌山県",5148,127,4859,59,9,103,62832,"JP-30"
"Tottori","鳥取県",1632,79,1525,5,1,23,139409,"JP-31"
"Shimane","島根県",1546,56,1488,2,1,0,50282,"JP-32"
"Okayama","岡山県",14969,615,14091,135,13,128,249075,"JP-33"
"Hiroshima","広島県",21178,496,20144,191,11,347,844713,"JP-34"
"Yamaguchi","山口県",5500,146,5266,88,1,0,173420,"JP-35"
"Tokushima","徳島県",3189,169,2956,64,2,0,98699,"JP-36"
"Kagawa","香川県",4638,104,4497,36,4,1,123801,"JP-37"
"Ehime","愛媛県",5024,124,4819,81,4,0,142855,"JP-38"
"Kochi","高知県",4033,109,3893,31,1,0,90007,"JP-39"
"Fukuoka","福岡県",73091,4836,67527,595,28,133,1195850,"JP-40"
"Saga","佐賀県",5662,118,5561,29,1,46,96630,"JP-41"
"Nagasaki","長崎県",5880,183,5627,71,2,1,170706,"JP-42"
"Kumamoto","熊本県",14065,466,13468,131,11,0,118722,"JP-43"
"Oita","大分県",7924,249,7598,77,3,0,248674,"JP-44"
"Miyazaki","宮崎県",6048,215,5725,39,6,69,71159,"JP-45"
"Kagoshima","鹿児島県",9013,318,8681,62,5,48,163425,"JP-46"
"Okinawa","沖縄県",48700,2939,45095,286,64,380,376513,"JP-47"
