"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",3681,713,2855,113,10,0,89907
"Aomori","青森県",271,72,195,4,3,0,5750
"Iwate","岩手県",30,4,26,0,0,0,5655
"Miyagi","宮城県",834,214,616,4,4,0,15020
"Akita","秋田県",67,7,60,0,1,0,2642
"Yamagata","山形県",86,4,81,1,0,0,6749
"Fukushima","福島県",412,35,371,6,3,0,31153
"Ibaraki","茨城県",806,50,738,18,1,0,14162
"Tochigi","栃木県",498,25,473,1,3,1,45708
"Gunma","群馬県",924,44,860,20,4,0,30491
"Saitama","埼玉県",6201,536,5554,111,7,0,194647
"Chiba","千葉県",5310,406,4822,82,9,0,135455
"Tokyo","東京都",32429,1992,29976,461,36,0,627902
"Kanagawa","神奈川県",9261,600,8487,174,23,0,209445
"Niigata","新潟県",188,6,182,0,0,0,18262
"Toyama","富山県",424,2,396,26,0,0,15001
"Ishikawa","石川県",819,17,753,49,0,0,18467
"Fukui","福井県",258,2,245,11,1,0,11246
"Yamanashi","山梨県",225,18,201,6,0,0,11926
"Nagano","長野県",357,18,338,6,0,5,24098
"Gifu","岐阜県",729,62,655,12,0,0,27877
"Shizuoka","静岡県",707,90,615,2,0,0,44670
"Aichi","愛知県",6618,649,5872,97,13,0,105343
"Mie","三重県",595,44,544,7,3,0,16342
"Shiga","滋賀県",599,53,537,9,0,0,14734
"Kyoto","京都府",2101,99,1972,30,2,0,54297
"Osaka","大阪府",13676,1169,12238,249,43,20,250416
"Hyogo","兵庫県",3455,245,3143,67,14,0,72133
"Nara","奈良県",726,93,623,10,0,0,25726
"Wakayama","和歌山県",286,14,263,4,3,5,10623
"Tottori","鳥取県",43,5,37,0,0,1,5889
"Shimane","島根県",141,0,141,0,0,0,6281
"Okayama","岡山県",332,118,185,6,2,23,11198
"Hiroshima","広島県",670,17,648,5,1,0,28463
"Yamaguchi","山口県",225,14,209,2,0,0,11960
"Tokushima","徳島県",167,0,155,9,0,3,7566
"Kagawa","香川県",104,2,100,2,0,0,14083
"Ehime","愛媛県",117,1,110,6,0,0,4434
"Kochi","高知県",144,1,139,4,0,0,3671
"Fukuoka","福岡県",5276,87,5085,104,4,0,171300
"Saga","佐賀県",268,13,257,0,0,2,7612
"Nagasaki","長崎県",246,4,241,3,0,2,23522
"Kumamoto","熊本県",847,53,770,9,0,15,20748
"Oita","大分県",160,1,156,3,0,0,21889
"Miyazaki","宮崎県",372,4,368,1,1,1,8807
"Kagoshima","鹿児島県",505,24,464,13,0,4,23324
"Okinawa","沖縄県",3488,277,3152,64,5,5,60962
