"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1884,61,1717,106,2,0,50149
"Aomori","青森県",35,2,32,1,0,0,2227
"Iwate","岩手県",23,1,22,0,0,0,3745
"Miyagi","宮城県",313,74,237,2,0,0,8995
"Akita","秋田県",51,1,50,0,0,0,1868
"Yamagata","山形県",78,2,76,1,1,1,5006
"Fukushima","福島県",214,45,169,0,1,0,17489
"Ibaraki","茨城県",616,50,550,16,5,0,11796
"Tochigi","栃木県",368,47,304,1,2,16,25993
"Gunma","群馬県",567,89,445,19,1,14,17931
"Saitama","埼玉県",4320,304,3919,97,7,0,127974
"Chiba","千葉県",3446,300,3079,67,7,0,68574
"Tokyo","東京都",23274,2285,20603,386,21,0,392220
"Kanagawa","神奈川県",6012,597,5285,130,32,0,132257
"Niigata","新潟県",151,10,141,0,1,0,14070
"Toyama","富山県",408,13,370,25,0,0,11173
"Ishikawa","石川県",736,72,621,43,0,0,11006
"Fukui","福井県",244,24,210,8,4,2,9284
"Yamanashi","山梨県",179,9,165,5,2,0,10135
"Nagano","長野県",297,17,285,1,0,6,17391
"Gifu","岐阜県",596,38,548,10,1,0,20367
"Shizuoka","静岡県",506,17,488,1,1,0,30514
"Aichi","愛知県",4920,392,4452,76,19,0,64208
"Mie","三重県",463,84,374,5,1,0,11312
"Shiga","滋賀県",472,33,432,7,0,0,10726
"Kyoto","京都府",1628,82,1521,25,1,0,36834
"Osaka","大阪府",9725,830,8700,186,35,9,161832
"Hyogo","兵庫県",2478,124,2299,55,9,0,50254
"Nara","奈良県",550,21,520,9,1,0,18672
"Wakayama","和歌山県",236,4,225,4,0,3,8934
"Tottori","鳥取県",34,12,22,0,0,0,4781
"Shimane","島根県",137,0,137,0,0,0,5236
"Okayama","岡山県",147,1,145,"-","-",1,7511
"Hiroshima","広島県",472,13,456,3,0,0,19041
"Yamaguchi","山口県",194,25,168,1,1,0,8359
"Tokushima","徳島県",147,39,97,8,1,3,6662
"Kagawa","香川県",92,12,78,2,0,0,9636
"Ehime","愛媛県",114,1,107,6,0,0,3945
"Kochi","高知県",137,7,126,4,0,0,3319
"Fukuoka","福岡県",4948,355,4513,80,13,0,44991
"Saga","佐賀県",244,4,240,0,0,0,5567
"Nagasaki","長崎県",236,8,225,3,0,0,16671
"Kumamoto","熊本県",570,36,523,8,0,3,13039
"Oita","大分県",158,8,148,2,0,0,14821
"Miyazaki","宮崎県",343,8,335,1,0,1,8383
"Kagoshima","鹿児島県",373,7,372,11,1,17,17314
"Okinawa","沖縄県",2297,182,2074,45,8,4,33812
