"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",20680,700,19209,742,12,29,437269,"JP-01"
"Aomori","青森県",929,57,852,20,1,0,24217,"JP-02"
"Iwate","岩手県",601,34,537,30,0,0,42437,"JP-03"
"Miyagi","宮城県",5284,1155,4102,27,3,0,84886,"JP-04"
"Akita","秋田県",281,12,263,6,0,0,7420,"JP-05"
"Yamagata","山形県",786,215,555,16,0,0,32763,"JP-06"
"Fukushima","福島県",2415,280,2025,110,11,0,141389,"JP-07"
"Ibaraki","茨城県",6567,328,6113,126,1,0,26008,"JP-08"
"Tochigi","栃木県",4504,149,4285,70,2,0,169004,"JP-09"
"Gunma","群馬県",4913,171,4643,99,2,0,110174,"JP-10"
"Saitama","埼玉県",32229,1329,30206,694,40,0,631539,"JP-11"
"Chiba","千葉県",29149,1049,27545,555,21,0,468718,"JP-12"
"Tokyo","東京都",119231,3074,114468,1689,45,0,1726969,"JP-13"
"Kanagawa","神奈川県",47579,907,45896,776,20,0,680128,"JP-14"
"Niigata","新潟県",1364,166,1181,17,1,0,79231,"JP-15"
"Toyama","富山県",930,18,884,28,1,0,40917,"JP-16"
"Ishikawa","石川県",1900,17,1817,64,0,2,59084,"JP-17"
"Fukui","福井県",568,22,521,25,0,0,34904,"JP-18"
"Yamanashi","山梨県",956,1,937,18,0,0,30877,"JP-19"
"Nagano","長野県",2651,153,2468,41,0,11,112377,"JP-20"
"Gifu","岐阜県",4891,102,4666,123,2,0,155190,"JP-21"
"Shizuoka","静岡県",5593,225,5253,115,2,0,237667,"JP-22"
"Aichi","愛知県",26961,541,25847,573,9,0,451860,"JP-23"
"Mie","三重県",2685,89,2608,68,3,80,76136,"JP-24"
"Shiga","滋賀県",2725,85,2586,54,3,0,84485,"JP-25"
"Kyoto","京都府",9337,147,9027,168,2,5,172896,"JP-26"
"Osaka","大阪府",50248,1854,46816,1173,63,405,997089,"JP-27"
"Hyogo","兵庫県",19230,793,17854,583,57,0,287626,"JP-28"
"Nara","奈良県",3590,136,3403,51,5,0,93746,"JP-29"
"Wakayama","和歌山県",1239,56,1141,18,2,24,26024,"JP-30"
"Tottori","鳥取県",211,1,205,2,0,3,46231,"JP-31"
"Shimane","島根県",286,1,285,0,0,0,17590,"JP-32"
"Okayama","岡山県",2642,76,2524,35,4,7,78444,"JP-33"
"Hiroshima","広島県",5101,36,4953,106,0,6,176621,"JP-34"
"Yamaguchi","山口県",1403,14,1346,43,0,0,66920,"JP-35"
"Tokushima","徳島県",504,40,442,18,2,4,30814,"JP-36"
"Kagawa","香川県",780,18,747,18,1,3,49799,"JP-37"
"Ehime","愛媛県",1232,160,1048,24,0,0,37933,"JP-38"
"Kochi","高知県",914,10,885,19,3,0,7428,"JP-39"
"Fukuoka","福岡県",18853,387,18137,329,8,0,498911,"JP-40"
"Saga","佐賀県",1164,26,1146,12,1,20,31405,"JP-41"
"Nagasaki","長崎県",1625,13,1576,38,0,2,75314,"JP-42"
"Kumamoto","熊本県",3495,21,3398,74,1,2,57733,"JP-43"
"Oita","大分県",1304,9,1273,22,0,0,90506,"JP-44"
"Miyazaki","宮崎県",1953,0,1924,22,0,7,24807,"JP-45"
"Kagoshima","鹿児島県",1790,17,1761,28,0,16,71820,"JP-46"
"Okinawa","沖縄県",9077,545,8411,127,3,6,161176,"JP-47"
