"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",37959,7991,29019,1112,53,163,682098,"JP-01"
"Aomori","青森県",2352,249,2073,30,1,0,44574,"JP-02"
"Iwate","岩手県",1442,126,1271,45,2,0,73239,"JP-03"
"Miyagi","宮城県",8854,221,8547,83,7,3,144143,"JP-04"
"Akita","秋田県",755,46,695,14,1,0,13804,"JP-05"
"Yamagata","山形県",1961,168,1752,41,5,0,59630,"JP-06"
"Fukushima","福島県",4583,250,4189,144,11,0,240408,"JP-07"
"Ibaraki","茨城県",9734,441,9144,149,10,0,32662,"JP-08"
"Tochigi","栃木県",6342,304,5960,78,11,0,262863,"JP-09"
"Gunma","群馬県",7822,358,7326,138,17,0,168212,"JP-10"
"Saitama","埼玉県",43777,1570,41423,784,44,0,878548,"JP-11"
"Chiba","千葉県",37146,1019,35450,677,18,0,610711,"JP-12"
"Tokyo","東京都",160955,4826,154074,2055,75,0,2282654,"JP-13"
"Kanagawa","神奈川県",61516,2005,58629,882,79,0,926964,"JP-14"
"Niigata","新潟県",3206,281,2889,36,7,0,144038,"JP-15"
"Toyama","富山県",1869,251,1583,35,9,0,63981,"JP-16"
"Ishikawa","石川県",3752,446,3200,105,11,1,92564,"JP-17"
"Fukui","福井県",1040,35,971,34,0,0,58864,"JP-18"
"Yamanashi","山梨県",1543,102,1422,19,1,0,43111,"JP-19"
"Nagano","長野県",4789,264,4509,83,8,67,178988,"JP-20"
"Gifu","岐阜県",8787,708,7916,163,18,0,237072,"JP-21"
"Shizuoka","静岡県",8373,636,7600,137,6,0,352459,"JP-22"
"Aichi","愛知県",47090,5208,41097,785,100,0,705846,"JP-23"
"Mie","三重県",4914,355,4580,106,11,127,123611,"JP-24"
"Shiga","滋賀県",5107,455,4573,79,13,0,128852,"JP-25"
"Kyoto","京都府",15800,992,14675,210,26,77,254560,"JP-26"
"Osaka","大阪府",99719,8609,87865,2315,367,930,1829674,"JP-27"
"Hyogo","兵庫県",39676,1848,36656,1180,93,8,458138,"JP-28"
"Nara","奈良県",7891,320,7456,115,17,0,150366,"JP-29"
"Wakayama","和歌山県",2618,83,2436,44,23,55,40238,"JP-30"
"Tottori","鳥取県",465,33,423,2,0,7,72783,"JP-31"
"Shimane","島根県",540,77,463,0,4,0,26359,"JP-32"
"Okayama","岡山県",7340,992,6022,105,31,221,138031,"JP-33"
"Hiroshima","広島県",10629,1144,8690,130,27,665,400161,"JP-34"
"Yamaguchi","山口県",2924,417,2445,62,6,0,103923,"JP-35"
"Tokushima","徳島県",1631,52,1518,61,3,0,58313,"JP-36"
"Kagawa","香川県",2003,132,1852,24,4,5,77279,"JP-37"
"Ehime","愛媛県",2713,80,2561,72,4,0,87362,"JP-38"
"Kochi","高知県",1468,219,1229,20,4,0,9618,"JP-39"
"Fukuoka","福岡県",34104,4002,29587,457,74,58,747095,"JP-40"
"Saga","佐賀県",2503,152,2356,19,5,24,50066,"JP-41"
"Nagasaki","長崎県",2892,140,2687,65,3,0,111615,"JP-42"
"Kumamoto","熊本県",6238,589,5552,97,21,0,78428,"JP-43"
"Oita","大分県",3369,330,2992,47,5,0,145428,"JP-44"
"Miyazaki","宮崎県",3032,125,2872,25,3,10,42044,"JP-45"
"Kagoshima","鹿児島県",3327,292,3024,30,3,19,101223,"JP-46"
"Okinawa","沖縄県",17044,2569,14331,150,82,6,219572,"JP-47"
