"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1903,62,1735,106,2,0,51131
"Aomori","青森県",35,2,32,1,0,0,2258
"Iwate","岩手県",23,0,23,0,0,0,3844
"Miyagi","宮城県",337,82,253,2,1,0,9237
"Akita","秋田県",51,1,50,0,0,0,1964
"Yamagata","山形県",78,2,76,1,1,1,5019
"Fukushima","福島県",218,44,172,2,3,0,17984
"Ibaraki","茨城県",621,42,563,16,5,0,11994
"Tochigi","栃木県",375,59,311,1,1,4,26582
"Gunma","群馬県",602,110,462,19,1,11,18397
"Saitama","埼玉県",4370,280,3993,97,8,0,129795
"Chiba","千葉県",3516,288,3161,67,6,0,72369
"Tokyo","東京都",23608,2198,21021,389,27,0,403693
"Kanagawa","神奈川県",6177,606,5440,131,26,0,136304
"Niigata","新潟県",158,14,144,0,1,0,14340
"Toyama","富山県",408,11,372,25,0,0,11350
"Ishikawa","石川県",742,67,631,44,0,0,11383
"Fukui","福井県",244,18,215,9,3,2,9361
"Yamanashi","山梨県",180,8,167,5,2,0,10215
"Nagano","長野県",299,13,291,1,0,6,17768
"Gifu","岐阜県",596,34,552,10,1,0,20881
"Shizuoka","静岡県",512,21,490,1,1,0,30918
"Aichi","愛知県",4963,361,4525,77,16,0,66654
"Mie","三重県",466,78,383,5,1,0,11609
"Shiga","滋賀県",475,27,441,7,0,0,10875
"Kyoto","京都府",1650,76,1549,25,1,0,37666
"Osaka","大阪府",9860,754,8909,188,31,9,165431
"Hyogo","兵庫県",2521,137,2329,55,11,0,51144
"Nara","奈良県",551,19,523,9,1,0,18962
"Wakayama","和歌山県",236,2,227,4,0,3,8962
"Tottori","鳥取県",35,13,22,0,0,0,4862
"Shimane","島根県",137,0,137,0,0,0,5270
"Okayama","岡山県",147,1,146,"-","-",0,7861
"Hiroshima","広島県",474,10,461,3,0,0,19437
"Yamaguchi","山口県",195,24,170,1,1,0,8645
"Tokushima","徳島県",147,30,105,9,1,3,6707
"Kagawa","香川県",92,10,80,2,0,0,9956
"Ehime","愛媛県",114,1,107,6,0,0,3966
"Kochi","高知県",137,4,129,4,0,0,3352
"Fukuoka","福岡県",4970,293,4589,88,8,0,45452
"Saga","佐賀県",244,1,243,0,0,0,5614
"Nagasaki","長崎県",236,7,226,3,0,0,16972
"Kumamoto","熊本県",570,30,532,8,0,0,15908
"Oita","大分県",158,5,151,2,0,0,15145
"Miyazaki","宮崎県",344,5,339,1,0,1,8441
"Kagoshima","鹿児島県",376,10,376,12,1,22,17489
"Okinawa","沖縄県",2310,154,2115,45,9,4,34484
