"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1200,83,1020,97,8,0,19481
"Aomori","青森県",27,0,26,1,0,0,950
"Iwate","岩手県",0,0,0,0,0,0,888
"Miyagi","宮城県",90,2,87,1,0,0,3534
"Akita","秋田県",16,0,16,0,0,0,985
"Yamagata","山形県",69,1,68,0,1,0,2509
"Fukushima","福島県",82,2,80,0,0,0,6328
"Ibaraki","茨城県",170,5,155,10,0,0,5192
"Tochigi","栃木県",66,1,65,0,0,0,6407
"Gunma","群馬県",152,3,130,19,0,0,4718
"Saitama","埼玉県",1063,52,946,65,4,0,32115
"Chiba","千葉県",933,23,865,45,2,0,17416
"Tokyo","東京都",5895,355,5215,325,20,0,71904
"Kanagawa","神奈川県",1438,58,1283,94,12,3,12202
"Niigata","新潟県",84,2,81,0,0,1,4815
"Toyama","富山県",227,0,205,22,0,0,3859
"Ishikawa","石川県",300,24,249,27,2,0,2879
"Fukui","福井県",122,0,114,8,0,0,3280
"Yamanashi","山梨県",72,0,71,1,0,0,5401
"Nagano","長野県",77,2,75,"-",0,0,3166
"Gifu","岐阜県",156,5,144,7,1,0,4926
"Shizuoka","静岡県",80,4,75,1,0,0,7108
"Aichi","愛知県",523,9,474,34,0,6,12180
"Mie","三重県",46,1,44,1,0,0,2798
"Shiga","滋賀県",101,2,98,1,1,0,2270
"Kyoto","京都府",365,5,342,18,0,0,9722
"Osaka","大阪府",1809,36,1687,86,5,0,38259
"Hyogo","兵庫県",703,7,653,43,0,0,14176
"Nara","奈良県",92,0,90,2,0,0,3760
"Wakayama","和歌山県",64,1,60,3,0,0,3918
"Tottori","鳥取県",3,0,3,0,0,0,1461
"Shimane","島根県",24,1,23,0,0,0,1225
"Okayama","岡山県",26,1,25,"-","-",0,1882
"Hiroshima","広島県",168,0,165,3,0,0,7683
"Yamaguchi","山口県",37,0,37,0,0,0,2160
"Tokushima","徳島県",5,0,4,1,0,0,851
"Kagawa","香川県",28,0,28,0,0,0,2570
"Ehime","愛媛県",82,3,75,4,0,0,2578
"Kochi","高知県",74,0,71,3,0,0,1943
"Fukuoka","福岡県",841,22,786,33,2,0,15746
"Saga","佐賀県",47,0,47,0,0,0,1603
"Nagasaki","長崎県",17,0,16,1,0,0,3152
"Kumamoto","熊本県",49,1,45,3,0,0,4203
"Oita","大分県",60,0,59,1,0,0,4691
"Miyazaki","宮崎県",17,0,17,0,0,0,1536
"Kagoshima","鹿児島県",11,1,10,0,0,0,2494
"Okinawa","沖縄県",142,0,139,7,0,0,3003
