"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",18080,1204,16254,620,10,2,337671,"JP-01"
"Aomori","青森県",744,59,672,13,1,0,15461,"JP-02"
"Iwate","岩手県",514,22,463,29,1,0,21220,"JP-03"
"Miyagi","宮城県",3471,162,3287,22,7,0,49295,"JP-04"
"Akita","秋田県",269,35,230,4,0,0,6756,"JP-05"
"Yamagata","山形県",526,56,457,13,1,0,15793,"JP-06"
"Fukushima","福島県",1778,147,1575,56,11,0,91725,"JP-07"
"Ibaraki","茨城県",5142,526,4538,78,16,0,23780,"JP-08"
"Tochigi","栃木県",3881,302,3524,55,13,0,113822,"JP-09"
"Gunma","群馬県",4092,379,3659,76,12,22,78856,"JP-10"
"Saitama","埼玉県",26711,3677,22625,409,58,0,481323,"JP-11"
"Chiba","千葉県",23736,4219,19217,300,42,0,343060,"JP-12"
"Tokyo","東京都",103845,7174,95648,1023,111,0,1372936,"JP-13"
"Kanagawa","神奈川県",42281,1989,39748,544,75,0,520223,"JP-14"
"Niigata","新潟県",953,95,842,12,3,4,38193,"JP-15"
"Toyama","富山県",880,23,830,27,2,0,32299,"JP-16"
"Ishikawa","石川県",1533,114,1378,59,1,18,43387,"JP-17"
"Fukui","福井県",521,44,454,23,3,0,27986,"JP-18"
"Yamanashi","山梨県",908,25,868,15,3,0,14741,"JP-19"
"Nagano","長野県",2335,100,2226,39,2,30,86509,"JP-20"
"Gifu","岐阜県",4431,360,3990,81,12,0,111999,"JP-21"
"Shizuoka","静岡県",4742,348,4308,86,3,0,154697,"JP-22"
"Aichi","愛知県",24623,1790,22390,443,48,0,333828,"JP-23"
"Mie","三重県",2331,319,1999,34,14,21,52085,"JP-24"
"Shiga","滋賀県",2238,220,1985,33,6,0,62060,"JP-25"
"Kyoto","京都府",8651,989,7610,127,7,75,137085,"JP-26"
"Osaka","大阪府",45076,3254,40824,998,149,0,685699,"JP-27"
"Hyogo","兵庫県",17080,1343,15293,444,58,0,215147,"JP-28"
"Nara","奈良県",3198,256,2900,42,7,0,72095,"JP-29"
"Wakayama","和歌山県",1108,74,997,15,7,22,22633,"JP-30"
"Tottori","鳥取県",207,18,183,2,1,4,36013,"JP-31"
"Shimane","島根県",276,22,254,0,0,0,13515,"JP-32"
"Okayama","岡山県",2406,143,2199,24,5,40,55878,"JP-33"
"Hiroshima","広島県",4879,187,4587,95,8,10,120841,"JP-34"
"Yamaguchi","山口県",1302,201,1074,27,0,0,49814,"JP-35"
"Tokushima","徳島県",395,31,349,15,3,0,22854,"JP-36"
"Kagawa","香川県",699,100,582,17,1,0,40035,"JP-37"
"Ehime","愛媛県",1013,73,918,22,2,0,27683,"JP-38"
"Kochi","高知県",862,18,827,17,1,0,6968,"JP-39"
"Fukuoka","福岡県",16434,1924,14310,200,38,0,389767,"JP-40"
"Saga","佐賀県",978,65,925,6,1,18,25057,"JP-41"
"Nagasaki","長崎県",1543,193,1302,35,3,13,60465,"JP-42"
"Kumamoto","熊本県",3372,173,3135,64,15,0,55010,"JP-43"
"Oita","大分県",1226,132,1076,18,1,0,68959,"JP-44"
"Miyazaki","宮崎県",1879,132,1721,20,4,6,24027,"JP-45"
"Kagoshima","鹿児島県",1669,102,1554,19,3,6,58619,"JP-46"
"Okinawa","沖縄県",7842,581,7174,92,4,5,131897,"JP-47"
