"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1019,272,670,77,17,0,11435
"Aomori","青森県",27,5,21,1,0,1,812
"Iwate","岩手県",0,0,0,0,0,0,568
"Miyagi","宮城県",88,1,86,1,0,0,2642
"Akita","秋田県",16,0,16,0,0,0,915
"Yamagata","山形県",69,6,63,0,2,0,2598
"Fukushima","福島県",81,12,69,0,0,0,3593
"Ibaraki","茨城県",168,20,139,9,1,0,4427
"Tochigi","栃木県",64,18,46,0,5,3,3087
"Gunma","群馬県",148,25,104,19,1,0,3396
"Saitama","埼玉県",997,120,831,46,5,0,17759
"Chiba","千葉県",904,114,746,44,6,0,13345
"Tokyo","東京都",5133,804,4073,256,42,0,14564
"Kanagawa","神奈川県",1315,311,935,69,28,0,8681
"Niigata","新潟県",83,15,68,0,0,1,3902
"Toyama","富山県",227,38,168,21,0,0,3037
"Ishikawa","石川県",292,72,198,22,3,0,2558
"Fukui","福井県",122,9,105,8,2,1,2402
"Yamanashi","山梨県",60,5,55,0,1,0,3550
"Nagano","長野県",76,17,59,"-",1,0,2524
"Gifu","岐阜県",150,6,137,7,1,0,3138
"Shizuoka","静岡県",74,3,70,1,1,0,3355
"Aichi","愛知県",506,41,431,34,0,5,9451
"Mie","三重県",45,5,39,1,0,0,2406
"Shiga","滋賀県",99,15,83,1,1,0,1668
"Kyoto","京都府",358,40,304,14,4,0,7335
"Osaka","大阪府",1780,305,1399,76,30,11,27552
"Hyogo","兵庫県",699,60,601,38,12,0,10438
"Nara","奈良県",91,7,82,2,1,0,2754
"Wakayama","和歌山県",63,7,53,3,0,0,3586
"Tottori","鳥取県",3,1,2,0,0,0,1279
"Shimane","島根県",24,5,19,0,1,0,1069
"Okayama","岡山県",25,0,25,"-","-",0,1607
"Hiroshima","広島県",166,26,138,2,1,0,6656
"Yamaguchi","山口県",37,3,34,0,1,0,1647
"Tokushima","徳島県",5,0,4,1,0,0,692
"Kagawa","香川県",28,1,27,0,0,0,2046
"Ehime","愛媛県",75,26,45,4,0,0,1796
"Kochi","高知県",74,3,68,3,0,0,1718
"Fukuoka","福岡県",658,60,573,25,4,0,11650
"Saga","佐賀県",47,15,32,0,0,2,1361
"Nagasaki","長崎県",17,0,16,1,0,0,2625
"Kumamoto","熊本県",48,10,35,3,1,0,3778
"Oita","大分県",60,2,57,1,0,0,3776
"Miyazaki","宮崎県",17,3,14,0,0,0,1333
"Kagoshima","鹿児島県",10,1,9,0,0,0,1666
"Okinawa","沖縄県",142,5,131,6,4,0,2795
