"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1698,130,1465,103,2,0,39136
"Aomori","青森県",33,0,32,1,0,0,1870
"Iwate","岩手県",11,5,6,0,0,0,2467
"Miyagi","宮城県",191,9,180,2,0,0,7438
"Akita","秋田県",45,11,34,0,0,0,1652
"Yamagata","山形県",77,1,76,1,0,1,3055
"Fukushima","福島県",125,30,95,0,0,0,13050
"Ibaraki","茨城県",503,75,417,11,2,0,9791
"Tochigi","栃木県",289,32,255,1,2,1,20152
"Gunma","群馬県",380,132,229,19,0,0,12059
"Saitama","埼玉県",3562,601,2875,86,13,0,97120
"Chiba","千葉県",2774,501,2214,59,9,0,49670
"Tokyo","東京都",19333,3257,15726,350,39,0,284343
"Kanagawa","神奈川県",4420,716,3597,107,22,0,100213
"Niigata","新潟県",139,12,127,0,0,0,11730
"Toyama","富山県",341,66,259,23,3,7,6984
"Ishikawa","石川県",556,158,377,31,2,10,6510
"Fukui","福井県",163,13,142,8,1,0,6389
"Yamanashi","山梨県",162,36,125,1,0,0,9028
"Nagano","長野県",172,31,145,"-",1,4,11995
"Gifu","岐阜県",539,51,479,9,5,0,16662
"Shizuoka","静岡県",433,51,381,1,2,0,21516
"Aichi","愛知県",4137,1117,2966,54,26,0,46351
"Mie","三重県",337,84,250,2,2,1,8578
"Shiga","滋賀県",391,106,281,4,2,0,7791
"Kyoto","京都府",1243,239,983,21,4,0,26619
"Osaka","大阪府",7841,1724,5983,129,68,5,120078
"Hyogo","兵庫県",2105,278,1778,49,13,0,39941
"Nara","奈良県",490,144,343,3,2,0,12714
"Wakayama","和歌山県",225,36,183,4,1,2,8305
"Tottori","鳥取県",22,8,14,0,0,0,4456
"Shimane","島根県",134,68,71,0,0,5,4598
"Okayama","岡山県",138,16,110,"-","-",12,5880
"Hiroshima","広島県",450,28,419,3,1,0,16687
"Yamaguchi","山口県",111,35,76,0,0,0,5726
"Tokushima","徳島県",106,57,43,1,1,5,4857
"Kagawa","香川県",71,10,60,1,0,0,7112
"Ehime","愛媛県",114,10,98,6,0,0,3684
"Kochi","高知県",109,19,86,3,0,1,2749
"Fukuoka","福岡県",4055,866,3141,48,15,0,37582
"Saga","佐賀県",222,45,177,0,0,0,4467
"Nagasaki","長崎県",201,28,36,3,"-",134,12347
"Kumamoto","熊本県",471,97,360,7,3,7,10146
"Oita","大分県",138,44,93,1,0,0,10927
"Miyazaki","宮崎県",317,81,236,1,0,1,7335
"Kagoshima","鹿児島県",342,66,264,8,2,4,14082
"Okinawa","沖縄県",1889,594,1280,19,16,0,22437
