"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1720,141,1476,103,2,0,40089
"Aomori","青森県",33,0,32,1,0,0,1918
"Iwate","岩手県",12,5,7,0,0,0,2698
"Miyagi","宮城県",192,8,182,2,0,0,7491
"Akita","秋田県",46,5,40,0,0,1,1700
"Yamagata","山形県",77,1,76,1,0,1,3076
"Fukushima","福島県",134,36,98,0,0,0,13363
"Ibaraki","茨城県",512,72,428,12,2,0,10111
"Tochigi","栃木県",289,25,264,1,4,1,20367
"Gunma","群馬県",392,113,260,19,0,0,12567
"Saitama","埼玉県",3627,546,2995,86,12,0,99813
"Chiba","千葉県",2834,451,2323,60,9,0,51262
"Tokyo","東京都",19610,2895,16361,354,34,0,295391
"Kanagawa","神奈川県",4516,578,3826,112,20,0,104985
"Niigata","新潟県",139,11,128,0,0,0,11989
"Toyama","富山県",349,67,263,23,3,4,7142
"Ishikawa","石川県",585,156,398,31,2,0,6862
"Fukui","福井県",171,18,145,8,0,0,6604
"Yamanashi","山梨県",168,36,131,1,0,0,9247
"Nagano","長野県",185,39,150,"-",1,4,12600
"Gifu","岐阜県",548,43,496,9,5,0,17057
"Shizuoka","静岡県",453,57,395,1,2,0,22806
"Aichi","愛知県",4230,1023,3150,57,22,0,47890
"Mie","三重県",353,91,256,2,2,4,9004
"Shiga","滋賀県",415,98,313,4,1,0,8195
"Kyoto","京都府",1326,219,1086,21,2,0,28472
"Osaka","大阪府",8020,1560,6320,134,72,6,123706
"Hyogo","兵庫県",2137,262,1826,49,14,0,40919
"Nara","奈良県",498,117,378,3,2,0,12714
"Wakayama","和歌山県",227,31,189,4,0,3,8369
"Tottori","鳥取県",22,5,17,0,0,0,4486
"Shimane","島根県",136,60,76,0,0,0,4653
"Okayama","岡山県",142,16,110,"-","-",16,5880
"Hiroshima","広島県",452,26,423,3,0,0,17047
"Yamaguchi","山口県",120,44,76,0,1,0,5909
"Tokushima","徳島県",111,60,43,1,1,7,4993
"Kagawa","香川県",74,12,61,1,0,0,7369
"Ehime","愛媛県",114,8,100,6,0,0,3711
"Kochi","高知県",109,11,95,3,1,0,2767
"Fukuoka","福岡県",4169,886,3232,51,16,0,38336
"Saga","佐賀県",225,36,189,0,0,0,4629
"Nagasaki","長崎県",205,29,36,3,"-",137,12961
"Kumamoto","熊本県",478,81,382,7,2,8,10395
"Oita","大分県",140,43,96,1,0,0,11162
"Miyazaki","宮崎県",325,74,251,1,0,1,7739
"Kagoshima","鹿児島県",348,61,274,9,2,4,14575
"Okinawa","沖縄県",1943,491,1432,24,12,0,23549
