"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1781,120,1558,103,2,0,44276
"Aomori","青森県",35,2,32,1,0,0,2036
"Iwate","岩手県",19,10,9,0,0,0,3118
"Miyagi","宮城県",207,15,190,2,0,0,7886
"Akita","秋田県",49,4,45,0,0,0,1787
"Yamagata","山形県",78,2,76,1,1,1,3105
"Fukushima","福島県",167,58,109,0,1,0,14935
"Ibaraki","茨城県",549,62,474,13,2,0,10845
"Tochigi","栃木県",306,23,284,1,3,2,22354
"Gunma","群馬県",445,83,338,19,0,5,14568
"Saitama","埼玉県",3975,537,3348,90,11,0,107626
"Chiba","千葉県",3068,370,2635,63,9,0,56338
"Tokyo","東京都",20987,2565,18058,364,29,0,327856
"Kanagawa","神奈川県",5020,570,4327,123,23,0,115627
"Niigata","新潟県",144,8,136,0,0,0,12646
"Toyama","富山県",394,75,301,25,0,7,7776
"Ishikawa","石川県",653,136,484,33,2,0,8106
"Fukui","福井県",232,68,154,8,3,2,7966
"Yamanashi","山梨県",173,15,154,4,1,0,9559
"Nagano","長野県",261,80,180,"-",0,1,14562
"Gifu","岐阜県",558,23,525,10,3,0,18158
"Shizuoka","静岡県",482,46,435,1,1,0,25953
"Aichi","愛知県",4535,723,3747,65,17,0,54272
"Mie","三重県",380,73,305,2,3,0,9868
"Shiga","滋賀県",452,89,357,6,5,0,9273
"Kyoto","京都府",1452,169,1260,23,1,0,31696
"Osaka","大阪府",8656,1228,7268,155,61,5,136336
"Hyogo","兵庫県",2276,167,2056,53,13,0,44670
"Nara","奈良県",523,44,473,6,3,0,12972
"Wakayama","和歌山県",230,6,217,4,0,3,8627
"Tottori","鳥取県",22,0,22,0,0,0,4557
"Shimane","島根県",137,4,133,0,0,0,4890
"Okayama","岡山県",145,14,128,"-","-",3,5880
"Hiroshima","広島県",458,14,441,3,0,0,17843
"Yamaguchi","山口県",170,81,89,0,0,0,6930
"Tokushima","徳島県",133,62,62,4,3,5,5935
"Kagawa","香川県",77,7,69,1,0,0,8176
"Ehime","愛媛県",114,2,106,6,0,0,3813
"Kochi","高知県",128,19,104,3,1,2,3051
"Fukuoka","福岡県",4598,893,3643,62,14,0,40915
"Saga","佐賀県",237,18,220,0,0,1,5132
"Nagasaki","長崎県",232,22,185,3,1,22,14766
"Kumamoto","熊本県",524,68,435,7,0,14,11485
"Oita","大分県",147,15,130,2,0,0,12462
"Miyazaki","宮崎県",337,35,302,1,0,1,8080
"Kagoshima","鹿児島県",362,53,297,11,1,1,15890
"Okinawa","沖縄県",2139,430,1685,28,11,0,25614
