"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1351,85,1164,102,5,0,25483
"Aomori","青森県",30,4,25,1,0,0,1297
"Iwate","岩手県",0,0,0,0,0,0,1279
"Miyagi","宮城県",136,26,109,1,0,0,5177
"Akita","秋田県",16,0,16,0,0,0,1048
"Yamagata","山形県",75,3,72,1,0,1,2826
"Fukushima","福島県",84,2,82,0,0,0,8639
"Ibaraki","茨城県",230,23,197,10,2,0,6329
"Tochigi","栃木県",136,47,91,0,0,2,11119
"Gunma","群馬県",169,13,137,19,1,0,7106
"Saitama","埼玉県",1830,452,1308,70,7,0,54741
"Chiba","千葉県",1333,249,1038,46,2,0,24141
"Tokyo","東京都",9816,1976,7513,327,14,0,147314
"Kanagawa","神奈川県",2039,173,1768,98,7,0,15855
"Niigata","新潟県",90,5,84,0,0,1,5779
"Toyama","富山県",233,5,206,22,0,0,4855
"Ishikawa","石川県",306,9,270,27,1,0,3026
"Fukui","福井県",126,3,115,8,0,0,4234
"Yamanashi","山梨県",79,3,75,1,0,0,6617
"Nagano","長野県",86,9,77,"-",0,0,5343
"Gifu","岐阜県",194,32,155,7,0,0,7528
"Shizuoka","静岡県",109,20,88,1,0,0,9608
"Aichi","愛知県",655,130,491,34,0,0,16041
"Mie","三重県",58,9,47,1,0,1,3335
"Shiga","滋賀県",117,13,103,1,1,0,3359
"Kyoto","京都府",566,138,410,18,1,0,14454
"Osaka","大阪府",2541,497,1958,86,8,0,56462
"Hyogo","兵庫県",841,91,705,45,0,0,19396
"Nara","奈良県",163,47,114,2,1,0,5045
"Wakayama","和歌山県",96,18,75,3,1,0,5105
"Tottori","鳥取県",5,2,3,0,0,0,2246
"Shimane","島根県",25,1,24,0,0,0,2010
"Okayama","岡山県",44,13,31,"-","-",0,2398
"Hiroshima","広島県",213,33,178,3,0,1,9379
"Yamaguchi","山口県",42,5,37,0,0,0,3319
"Tokushima","徳島県",10,5,4,1,0,0,1440
"Kagawa","香川県",44,16,28,0,0,0,3921
"Ehime","愛媛県",83,1,77,5,0,0,2743
"Kochi","高知県",76,1,72,3,0,0,2137
"Fukuoka","福岡県",1060,157,870,33,4,0,19537
"Saga","佐賀県",49,2,47,0,0,0,1801
"Nagasaki","長崎県",44,27,16,1,"-",0,5020
"Kumamoto","熊本県",51,2,46,3,0,0,4588
"Oita","大分県",60,0,59,1,0,0,5819
"Miyazaki","宮崎県",20,2,18,0,0,0,1838
"Kagoshima","鹿児島県",172,63,108,0,0,1,8314
"Okinawa","沖縄県",155,9,143,7,0,0,3777
