"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",9075,2279,6588,208,28,0,154998
"Aomori","青森県",307,33,268,6,2,0,6889
"Iwate","岩手県",208,80,124,4,2,0,9681
"Miyagi","宮城県",1221,136,1075,10,5,0,19125
"Akita","秋田県",90,10,79,1,0,0,3676
"Yamagata","山形県",141,31,109,1,1,0,7663
"Fukushima","福島県",506,48,450,8,5,0,40549
"Ibaraki","茨城県",1655,365,1267,23,13,0,17086
"Tochigi","栃木県",688,138,550,2,7,2,55743
"Gunma","群馬県",1283,199,1018,22,1,44,36339
"Saitama","埼玉県",8680,1282,7252,146,31,0,240236
"Chiba","千葉県",7158,839,6229,90,10,0,167709
"Tokyo","東京都",41811,3964,37348,499,59,0,776098
"Kanagawa","神奈川県",12929,1327,11404,198,61,0,260211
"Niigata","新潟県",340,93,247,0,0,0,22619
"Toyama","富山県",460,18,416,26,0,0,17465
"Ishikawa","石川県",861,24,787,50,0,0,22622
"Fukui","福井県",319,21,287,11,0,0,15274
"Yamanashi","山梨県",353,44,300,9,2,0,13599
"Nagano","長野県",748,97,631,6,0,14,32320
"Gifu","岐阜県",1119,204,901,14,1,0,41349
"Shizuoka","静岡県",1722,551,1159,12,9,0,59560
"Aichi","愛知県",10309,1731,8457,121,30,0,143080
"Mie","三重県",880,182,690,8,5,0,19848
"Shiga","滋賀県",796,67,719,10,1,0,28288
"Kyoto","京都府",2693,229,2425,39,5,0,67261
"Osaka","大阪府",21018,4421,16245,333,131,19,334185
"Hyogo","兵庫県",5749,704,4961,84,34,0,98300
"Nara","奈良県",1190,204,973,13,6,0,33927
"Wakayama","和歌山県",471,72,382,6,7,11,13692
"Tottori","鳥取県",60,7,52,0,0,1,17317
"Shimane","島根県",148,5,143,0,1,0,6772
"Okayama","岡山県",619,156,363,11,3,89,19205
"Hiroshima","広島県",872,111,749,6,6,6,35884
"Yamaguchi","山口県",398,66,326,2,3,4,19028
"Tokushima","徳島県",181,6,166,9,1,0,7839
"Kagawa","香川県",148,22,124,2,0,0,17450
"Ehime","愛媛県",327,141,180,6,6,0,7273
"Kochi","高知県",165,14,143,4,0,4,3806
"Fukuoka","福岡県",5901,347,5446,108,6,0,204387
"Saga","佐賀県",325,34,292,2,0,3,9931
"Nagasaki","長崎県",273,17,253,3,0,0,27465
"Kumamoto","熊本県",1045,67,940,13,8,25,24408
"Oita","大分県",324,104,217,3,1,0,28476
"Miyazaki","宮崎県",521,97,424,1,2,1,9975
"Kagoshima","鹿児島県",629,36,593,13,1,13,27755
"Okinawa","沖縄県",4398,421,3913,69,3,5,74039
