"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",13857,1704,11771,479,23,97,245412
"Aomori","青森県",523,92,423,8,2,0,10630
"Iwate","岩手県",400,55,321,24,4,0,14691
"Miyagi","宮城県",2268,286,1966,16,5,0,25211
"Akita","秋田県",157,37,119,1,0,0,4867
"Yamagata","山形県",407,66,332,9,5,0,10445
"Fukushima","福島県",1033,239,770,24,8,0,59974
"Ibaraki","茨城県",2659,368,2253,38,9,0,19019
"Tochigi","栃木県",1842,669,1173,7,9,7,74750
"Gunma","群馬県",2493,352,2094,47,10,0,55899
"Saitama","埼玉県",15545,3467,11853,225,70,0,333411
"Chiba","千葉県",11877,2631,9122,124,20,0,234043
"Tokyo","東京都",64752,11458,52646,648,111,0,1031765
"Kanagawa","神奈川県",23514,3413,19811,290,86,0,363054
"Niigata","新潟県",582,106,476,3,1,3,28879
"Toyama","富山県",587,51,510,26,2,0,22961
"Ishikawa","石川県",1139,158,943,51,8,13,30584
"Fukui","福井県",362,18,331,12,0,1,20116
"Yamanashi","山梨県",605,85,509,11,2,0,14642
"Nagano","長野県",1304,184,1099,18,3,3,53218
"Gifu","岐阜県",2592,603,1948,41,12,0,68394
"Shizuoka","静岡県",2855,535,2278,42,6,0,101620
"Aichi","愛知県",17242,2469,14541,232,39,0,231862
"Mie","三重県",1369,177,1172,20,5,0,30675
"Shiga","滋賀県",1321,267,1041,13,9,0,39393
"Kyoto","京都府",5154,1151,3989,62,21,48,97288
"Osaka","大阪府",31452,4167,26666,619,161,0,482366
"Hyogo","兵庫県",10449,1033,9183,233,49,0,146101
"Nara","奈良県",2160,357,1777,26,10,0,52055
"Wakayama","和歌山県",678,83,577,7,4,11,16873
"Tottori","鳥取県",129,53,74,0,2,2,25689
"Shimane","島根県",215,22,193,0,1,0,9344
"Okayama","岡山県",1524,292,1032,15,8,185,31723
"Hiroshima","広島県",3587,702,2562,45,14,278,75233
"Yamaguchi","山口県",632,129,496,3,3,4,29766
"Tokushima","徳島県",206,12,185,9,0,0,15659
"Kagawa","香川県",323,88,232,3,1,0,25344
"Ehime","愛媛県",518,111,394,13,4,0,13869
"Kochi","高知県",696,82,604,10,5,0,6027
"Fukuoka","福岡県",9664,1762,7780,122,19,0,274151
"Saga","佐賀県",510,73,440,3,1,6,15527
"Nagasaki","長崎県",757,241,467,5,9,44,41316
"Kumamoto","熊本県",1981,200,1580,22,10,179,37649
"Oita","大分県",746,136,604,6,4,0,45203
"Miyazaki","宮崎県",916,216,700,9,2,9,13756
"Kagoshima","鹿児島県",1072,150,922,14,2,14,41163
"Okinawa","沖縄県",5540,358,5104,83,5,5,92095
