"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",2141,135,1899,107,0,0,58835
"Aomori","青森県",37,2,34,1,0,0,2458
"Iwate","岩手県",23,0,23,0,0,0,4282
"Miyagi","宮城県",418,44,372,2,1,0,10599
"Akita","秋田県",53,0,53,0,0,0,2145
"Yamagata","山形県",78,1,77,1,0,1,5186
"Fukushima","福島県",263,39,221,3,3,0,20871
"Ibaraki","茨城県",671,45,609,17,4,0,12623
"Tochigi","栃木県",435,38,396,1,0,0,31515
"Gunma","群馬県",725,42,664,19,2,0,22789
"Saitama","埼玉県",4765,316,4347,102,5,0,145483
"Chiba","千葉県",4010,309,3629,72,10,0,96201
"Tokyo","東京都",26376,2067,23898,411,25,0,470228
"Kanagawa","神奈川県",7099,526,6430,143,16,0,156859
"Niigata","新潟県",170,6,164,0,0,0,15645
"Toyama","富山県",422,11,385,26,1,0,12509
"Ishikawa","石川県",777,36,694,47,0,0,13505
"Fukui","福井県",244,0,231,11,0,2,9869
"Yamanashi","山梨県",193,14,173,6,1,0,10748
"Nagano","長野県",312,10,307,1,0,6,19157
"Gifu","岐阜県",627,24,593,10,2,0,23106
"Shizuoka","静岡県",551,29,520,2,1,0,34985
"Aichi","愛知県",5403,333,4984,86,13,0,78742
"Mie","三重県",525,69,449,7,3,0,13034
"Shiga","滋賀県",503,20,475,8,0,0,12139
"Kyoto","京都府",1767,67,1674,26,3,0,43228
"Osaka","大阪府",10770,498,10047,217,22,8,189667
"Hyogo","兵庫県",2767,129,2579,59,8,0,57586
"Nara","奈良県",580,22,549,9,0,0,20885
"Wakayama","和歌山県",242,4,231,4,0,3,9347
"Tottori","鳥取県",36,5,31,0,0,0,5493
"Shimane","島根県",140,1,140,0,0,1,5820
"Okayama","岡山県",158,8,149,"-","-",1,8110
"Hiroshima","広島県",597,97,486,3,0,11,21121
"Yamaguchi","山口県",201,6,193,2,1,0,10005
"Tokushima","徳島県",148,7,129,9,0,3,6961
"Kagawa","香川県",93,3,88,2,0,0,10886
"Ehime","愛媛県",114,0,108,6,0,0,4099
"Kochi","高知県",138,1,133,4,0,0,3497
"Fukuoka","福岡県",5054,74,4881,99,6,0,135250
"Saga","佐賀県",246,2,246,0,0,2,6154
"Nagasaki","長崎県",238,1,232,3,0,2,18873
"Kumamoto","熊本県",588,13,559,8,0,8,16721
"Oita","大分県",158,2,154,2,0,0,17294
"Miyazaki","宮崎県",344,1,343,1,0,1,8601
"Kagoshima","鹿児島県",422,38,379,12,0,7,19261
"Okinawa","沖縄県",2569,219,2307,47,6,4,40378
