"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",43015,1000,40552,1422,6,41,834853,"JP-01"
"Aomori","青森県",2608,56,2521,31,0,0,54399,"JP-02"
"Iwate","岩手県",1899,84,1768,47,0,0,91968,"JP-03"
"Miyagi","宮城県",9651,252,9305,91,2,3,168759,"JP-04"
"Akita","秋田県",990,41,929,20,1,0,16817,"JP-05"
"Yamagata","山形県",2092,26,2019,47,0,0,69954,"JP-06"
"Fukushima","福島県",5289,174,4953,162,4,0,302093,"JP-07"
"Ibaraki","茨城県",11462,482,10814,166,4,0,34393,"JP-08"
"Tochigi","栃木県",7586,298,7204,84,8,0,321278,"JP-09"
"Gunma","群馬県",8200,145,7967,155,1,67,207093,"JP-10"
"Saitama","埼玉県",51832,3795,47191,846,33,0,1048444,"JP-11"
"Chiba","千葉県",45287,2515,42044,728,18,0,752268,"JP-12"
"Tokyo","東京都",197528,11881,183370,2277,74,0,2724519,"JP-13"
"Kanagawa","神奈川県",76308,4182,71146,980,49,0,1119795,"JP-14"
"Niigata","新潟県",3724,224,3446,54,1,0,187556,"JP-15"
"Toyama","富山県",2141,78,2025,38,2,0,78919,"JP-16"
"Ishikawa","石川県",4470,363,3982,116,1,9,132568,"JP-17"
"Fukui","福井県",1445,44,1365,36,0,0,75827,"JP-18"
"Yamanashi","山梨県",2218,47,2150,21,0,0,65656,"JP-19"
"Nagano","長野県",5127,54,5055,94,0,76,219477,"JP-20"
"Gifu","岐阜県",9634,109,9337,188,2,0,287919,"JP-21"
"Shizuoka","静岡県",10137,464,9519,154,2,0,437255,"JP-22"
"Aichi","愛知県",52561,898,50661,1002,10,0,891300,"JP-23"
"Mie","三重県",5562,196,5392,113,3,139,156553,"JP-24"
"Shiga","滋賀県",5768,126,5550,92,1,0,165430,"JP-25"
"Kyoto","京都府",17375,416,16676,249,6,34,302828,"JP-26"
"Osaka","大阪府",108897,3292,102019,2717,147,869,2387175,"JP-27"
"Hyogo","兵庫県",42316,846,40155,1315,13,0,543044,"JP-28"
"Nara","奈良県",8737,227,8377,133,5,0,181075,"JP-29"
"Wakayama","和歌山県",2795,65,2620,49,0,61,43500,"JP-30"
"Tottori","鳥取県",640,123,484,2,1,31,93682,"JP-31"
"Shimane","島根県",662,98,562,2,0,0,32936,"JP-32"
"Okayama","岡山県",7841,104,7518,127,1,92,178588,"JP-33"
"Hiroshima","広島県",11801,142,11443,179,4,37,577995,"JP-34"
"Yamaguchi","山口県",3206,36,3090,80,0,0,128696,"JP-35"
"Tokushima","徳島県",1734,62,1610,63,0,1,69792,"JP-36"
"Kagawa","香川県",2156,33,2095,32,0,4,91943,"JP-37"
"Ehime","愛媛県",2823,51,2695,77,2,0,102729,"JP-38"
"Kochi","高知県",1989,63,1897,29,3,0,60661,"JP-39"
"Fukuoka","福岡県",37047,940,35480,528,10,99,891518,"JP-40"
"Saga","佐賀県",2636,59,2586,24,0,33,61579,"JP-41"
"Nagasaki","長崎県",3321,88,3165,69,0,1,133273,"JP-42"
"Kumamoto","熊本県",6549,48,6380,121,0,0,83473,"JP-43"
"Oita","大分県",3561,53,3444,64,0,0,181233,"JP-44"
"Miyazaki","宮崎県",3139,38,3073,27,0,1,45086,"JP-45"
"Kagoshima","鹿児島県",3825,73,3744,39,1,31,115968,"JP-46"
"Okinawa","沖縄県",22522,1045,21238,228,33,11,274041,"JP-47"
