"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",45827,2286,41942,1426,12,173,874189,"JP-01"
"Aomori","青森県",2793,172,2589,32,0,0,57950,"JP-02"
"Iwate","岩手県",2078,147,1884,47,0,0,95439,"JP-03"
"Miyagi","宮城県",10232,455,9620,91,2,66,175621,"JP-04"
"Akita","秋田県",1044,52,972,20,2,0,17710,"JP-05"
"Yamagata","山形県",2254,156,2051,47,0,0,72916,"JP-06"
"Fukushima","福島県",6222,835,5225,162,12,0,320456,"JP-07"
"Ibaraki","茨城県",13506,1659,11677,170,10,0,35004,"JP-08"
"Tochigi","栃木県",8914,1146,7680,88,15,0,356137,"JP-09"
"Gunma","群馬県",9445,1037,8253,155,4,0,220379,"JP-10"
"Saitama","埼玉県",62091,11703,49537,851,64,0,1116737,"JP-11"
"Chiba","千葉県",53294,6216,46343,735,50,0,804938,"JP-12"
"Tokyo","東京都",236138,32664,201172,2302,135,0,2883000,"JP-13"
"Kanagawa","神奈川県",90920,11072,78850,998,116,0,1217742,"JP-14"
"Niigata","新潟県",4307,509,3744,54,4,0,201910,"JP-15"
"Toyama","富山県",2424,250,2136,38,4,0,84132,"JP-16"
"Ishikawa","石川県",5517,939,4456,118,8,4,139532,"JP-17"
"Fukui","福井県",1758,265,1457,36,1,0,82675,"JP-18"
"Yamanashi","山梨県",2599,306,2274,21,0,2,72269,"JP-19"
"Nagano","長野県",5538,363,5149,94,1,68,231983,"JP-20"
"Gifu","岐阜県",9978,284,9506,188,3,0,300388,"JP-21"
"Shizuoka","静岡県",11537,1489,9891,157,5,0,463831,"JP-22"
"Aichi","愛知県",55012,2303,51699,1010,10,0,935034,"JP-23"
"Mie","三重県",6030,453,5618,114,3,155,159799,"JP-24"
"Shiga","滋賀県",6383,558,5731,94,2,0,174623,"JP-25"
"Kyoto","京都府",19358,1461,17374,249,43,274,318240,"JP-26"
"Osaka","大阪府",118861,8836,106283,2726,362,1016,2527386,"JP-27"
"Hyogo","兵庫県",45330,2363,41650,1318,20,1,567667,"JP-28"
"Nara","奈良県",9428,610,8685,133,11,0,191081,"JP-29"
"Wakayama","和歌山県",3141,274,2746,49,17,72,46388,"JP-30"
"Tottori","鳥取県",916,281,619,3,1,13,101961,"JP-31"
"Shimane","島根県",773,89,682,2,1,0,37500,"JP-32"
"Okayama","岡山県",8627,245,7612,127,3,643,183050,"JP-33"
"Hiroshima","広島県",12423,411,11727,179,7,106,594390,"JP-34"
"Yamaguchi","山口県",3368,152,3136,80,0,0,133190,"JP-35"
"Tokushima","徳島県",1834,87,1684,63,1,0,74023,"JP-36"
"Kagawa","香川県",2424,261,2133,32,1,2,95994,"JP-37"
"Ehime","愛媛県",3044,194,2773,77,3,0,106410,"JP-38"
"Kochi","高知県",2141,115,1997,29,7,0,64803,"JP-39"
"Fukuoka","福岡県",42142,4059,36829,536,11,718,943188,"JP-40"
"Saga","佐賀県",2876,176,2655,24,0,21,66520,"JP-41"
"Nagasaki","長崎県",3630,281,3281,69,0,1,138676,"JP-42"
"Kumamoto","熊本県",7449,674,6654,121,2,0,88052,"JP-43"
"Oita","大分県",3791,210,3517,64,0,0,190695,"JP-44"
"Miyazaki","宮崎県",3365,193,3133,27,0,12,46487,"JP-45"
"Kagoshima","鹿児島県",4159,264,3844,39,0,12,121495,"JP-46"
"Okinawa","沖縄県",27054,3996,22779,238,67,41,291691,"JP-47"
