"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",39033,6585,31439,1163,47,154,701265,"JP-01"
"Aomori","青森県",2406,178,2198,30,2,0,45866,"JP-02"
"Iwate","岩手県",1481,106,1330,45,1,0,76822,"JP-03"
"Miyagi","宮城県",8949,194,8647,83,8,25,146473,"JP-04"
"Akita","秋田県",760,32,712,16,1,0,13808,"JP-05"
"Yamagata","山形県",1983,108,1832,43,3,0,60273,"JP-06"
"Fukushima","福島県",4623,181,4293,149,8,0,248730,"JP-07"
"Ibaraki","茨城県",9864,379,9333,152,9,0,32792,"JP-08"
"Tochigi","栃木県",6450,289,6083,78,9,0,266525,"JP-09"
"Gunma","群馬県",7902,292,7470,140,17,0,177391,"JP-10"
"Saitama","埼玉県",44247,1435,42018,794,52,0,893757,"JP-11"
"Chiba","千葉県",37538,930,35919,689,19,0,624517,"JP-12"
"Tokyo","東京都",162893,4533,156265,2095,62,0,2319968,"JP-13"
"Kanagawa","神奈川県",62342,1992,59448,902,70,0,945347,"JP-14"
"Niigata","新潟県",3276,223,3013,40,5,0,148719,"JP-15"
"Toyama","富山県",1907,194,1677,36,8,0,65994,"JP-16"
"Ishikawa","石川県",3810,322,3377,108,8,3,98678,"JP-17"
"Fukui","福井県",1052,27,991,34,0,0,59973,"JP-18"
"Yamanashi","山梨県",1576,88,1469,19,1,0,44960,"JP-19"
"Nagano","長野県",4849,201,4632,85,5,69,183346,"JP-20"
"Gifu","岐阜県",9042,650,8225,167,22,0,245024,"JP-21"
"Shizuoka","静岡県",8539,537,7864,138,5,0,361571,"JP-22"
"Aichi","愛知県",48111,4295,42992,824,87,0,728901,"JP-23"
"Mie","三重県",5011,306,4728,107,11,130,129213,"JP-24"
"Shiga","滋賀県",5247,440,4726,81,13,0,133799,"JP-25"
"Kyoto","京都府",16007,633,15112,218,24,44,259082,"JP-26"
"Osaka","大阪府",100546,7376,89852,2404,287,914,1869050,"JP-27"
"Hyogo","兵庫県",39989,1280,37503,1211,78,5,466372,"JP-28"
"Nara","奈良県",7981,249,7614,118,9,0,154880,"JP-29"
"Wakayama","和歌山県",2633,51,2482,45,17,55,40635,"JP-30"
"Tottori","鳥取県",466,25,432,2,0,7,74177,"JP-31"
"Shimane","島根県",545,53,492,0,3,0,27832,"JP-32"
"Okayama","岡山県",7444,578,6712,109,18,45,148791,"JP-33"
"Hiroshima","広島県",10869,662,9655,140,22,412,501470,"JP-34"
"Yamaguchi","山口県",2981,312,2604,65,5,0,108624,"JP-35"
"Tokushima","徳島県",1633,28,1543,62,1,0,59551,"JP-36"
"Kagawa","香川県",2027,99,1907,26,6,5,78867,"JP-37"
"Ehime","愛媛県",2723,50,2599,74,4,0,89387,"JP-38"
"Kochi","高知県",1553,207,1325,21,10,0,10135,"JP-39"
"Fukuoka","福岡県",34480,3102,30830,476,75,72,762369,"JP-40"
"Saga","佐賀県",2524,108,2424,21,3,29,51296,"JP-41"
"Nagasaki","長崎県",2950,134,2748,68,2,0,113818,"JP-42"
"Kumamoto","熊本県",6318,437,5778,103,22,0,79287,"JP-43"
"Oita","大分県",3424,236,3133,55,4,0,149928,"JP-44"
"Miyazaki","宮崎県",3046,73,2937,26,2,10,43344,"JP-45"
"Kagoshima","鹿児島県",3435,257,3152,30,3,4,103647,"JP-46"
"Okinawa","沖縄県",18055,2744,15164,153,89,6,224578,"JP-47"
