"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1289,62,1126,101,5,0,23073
"Aomori","青森県",29,2,26,1,0,0,1065
"Iwate","岩手県",0,0,0,0,0,0,1099
"Miyagi","宮城県",100,7,92,1,0,0,4446
"Akita","秋田県",16,0,16,0,0,0,1012
"Yamagata","山形県",71,3,68,1,0,1,2626
"Fukushima","福島県",83,1,82,0,0,0,7774
"Ibaraki","茨城県",196,19,167,10,1,0,5714
"Tochigi","栃木県",93,11,82,0,0,0,9109
"Gunma","群馬県",155,3,133,19,0,0,5734
"Saitama","埼玉県",1431,281,1083,67,3,0,42988
"Chiba","千葉県",1088,128,914,46,0,0,20335
"Tokyo","東京都",7721,1227,6169,325,5,0,113458
"Kanagawa","神奈川県",1720,158,1464,97,8,1,14021
"Niigata","新潟県",87,3,83,0,0,1,5285
"Toyama","富山県",230,3,205,22,0,0,4225
"Ishikawa","石川県",300,6,267,27,1,0,2958
"Fukui","福井県",122,0,114,8,0,0,3673
"Yamanashi","山梨県",76,1,74,1,0,0,6139
"Nagano","長野県",77,1,76,"-",0,0,3472
"Gifu","岐阜県",162,7,148,7,2,0,5808
"Shizuoka","静岡県",92,9,82,1,0,0,8602
"Aichi","愛知県",528,7,482,34,0,5,13977
"Mie","三重県",47,0,45,1,0,1,3051
"Shiga","滋賀県",104,3,100,1,0,0,2735
"Kyoto","京都府",420,40,362,18,0,0,11599
"Osaka","大阪府",1967,104,1777,86,3,0,46112
"Hyogo","兵庫県",726,19,662,45,0,0,16730
"Nara","奈良県",114,22,90,2,0,0,4383
"Wakayama","和歌山県",75,11,61,3,0,0,4413
"Tottori","鳥取県",4,1,3,0,0,0,1935
"Shimane","島根県",24,0,24,0,0,0,1284
"Okayama","岡山県",28,2,26,"-","-",0,2031
"Hiroshima","広島県",176,8,166,3,0,1,8178
"Yamaguchi","山口県",37,0,37,0,0,0,2659
"Tokushima","徳島県",10,4,4,1,0,1,1144
"Kagawa","香川県",29,1,28,0,0,0,2975
"Ehime","愛媛県",82,0,77,5,0,0,2663
"Kochi","高知県",74,0,71,3,0,0,2015
"Fukuoka","福岡県",908,58,817,33,4,0,17868
"Saga","佐賀県",47,0,47,0,0,0,1697
"Nagasaki","長崎県",19,2,16,1,0,0,3806
"Kumamoto","熊本県",49,0,46,3,0,0,4421
"Oita","大分県",60,0,59,1,0,0,5325
"Miyazaki","宮崎県",18,1,17,0,0,0,1674
"Kagoshima","鹿児島県",132,121,11,0,0,0,6512
"Okinawa","沖縄県",148,3,139,7,0,0,3097
