"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1121,150,881,90,13,0,16024
"Aomori","青森県",27,0,26,1,0,0,888
"Iwate","岩手県",0,0,0,0,0,0,742
"Miyagi","宮城県",88,0,87,1,0,0,3108
"Akita","秋田県",16,0,16,0,0,0,951
"Yamagata","山形県",69,2,67,0,1,0,2454
"Fukushima","福島県",81,3,78,0,0,0,5033
"Ibaraki","茨城県",168,3,155,10,0,0,4866
"Tochigi","栃木県",66,6,61,0,0,0,4886
"Gunma","群馬県",151,7,125,19,1,0,3973
"Saitama","埼玉県",1007,36,920,51,4,0,23877
"Chiba","千葉県",907,21,841,45,4,0,15658
"Tokyo","東京都",5396,369,4716,311,24,0,16026
"Kanagawa","神奈川県",1397,129,1181,87,13,0,10601
"Niigata","新潟県",83,1,81,0,0,1,4392
"Toyama","富山県",227,6,199,22,0,0,3531
"Ishikawa","石川県",299,34,238,27,2,0,2798
"Fukui","福井県",122,1,113,8,1,0,2839
"Yamanashi","山梨県",67,3,63,1,0,0,4434
"Nagano","長野県",76,5,71,"-",0,0,2889
"Gifu","岐阜県",152,3,142,7,1,0,3891
"Shizuoka","静岡県",75,1,73,1,0,0,3619
"Aichi","愛知県",511,9,463,34,0,5,10701
"Mie","三重県",45,0,44,1,0,0,2579
"Shiga","滋賀県",100,2,97,1,1,0,1970
"Kyoto","京都府",359,9,332,18,0,0,8608
"Osaka","大阪府",1784,68,1628,84,15,4,33273
"Hyogo","兵庫県",699,5,652,42,4,0,11588
"Nara","奈良県",92,1,89,2,0,0,2898
"Wakayama","和歌山県",63,0,60,3,0,0,3790
"Tottori","鳥取県",3,0,3,0,0,0,1395
"Shimane","島根県",24,1,23,0,1,0,1167
"Okayama","岡山県",25,0,25,"-","-",0,1774
"Hiroshima","広島県",168,2,163,3,0,0,7264
"Yamaguchi","山口県",37,1,36,0,1,0,1858
"Tokushima","徳島県",5,0,4,1,0,0,782
"Kagawa","香川県",28,0,28,0,0,0,2288
"Ehime","愛媛県",82,12,66,4,0,0,2462
"Kochi","高知県",74,0,71,3,0,0,1848
"Fukuoka","福岡県",802,133,642,27,5,0,14317
"Saga","佐賀県",47,0,45,0,0,2,1487
"Nagasaki","長崎県",17,0,16,1,0,0,2925
"Kumamoto","熊本県",48,1,44,3,0,0,4033
"Oita","大分県",60,1,58,1,0,0,4231
"Miyazaki","宮崎県",17,0,17,0,0,0,1434
"Kagoshima","鹿児島県",10,0,10,0,0,0,2009
"Okinawa","沖縄県",142,2,137,7,1,0,2908
