"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",59774,1214,57152,1466,18,58,1072616,"JP-01"
"Aomori","青森県",5466,446,4987,33,6,0,82192,"JP-02"
"Iwate","岩手県",3465,96,3318,51,0,0,116687,"JP-03"
"Miyagi","宮城県",16004,445,15432,113,13,14,230763,"JP-04"
"Akita","秋田県",1832,71,1735,26,2,0,24856,"JP-05"
"Yamagata","山形県",3461,96,3309,56,3,0,91647,"JP-06"
"Fukushima","福島県",9375,199,9002,174,6,0,392782,"JP-07"
"Ibaraki","茨城県",23771,837,22722,212,19,0,38857,"JP-08"
"Tochigi","栃木県",14937,551,14277,109,13,0,470541,"JP-09"
"Gunma","群馬県",16357,348,15840,169,16,0,279287,"JP-10"
"Saitama","埼玉県",113214,4689,107550,975,92,0,1397102,"JP-11"
"Chiba","千葉県",98318,3607,93737,974,65,0,1023263,"JP-12"
"Tokyo","東京都",372292,8629,360862,2801,169,0,3508121,"JP-13"
"Kanagawa","神奈川県",165825,3998,160603,1224,119,0,1523796,"JP-14"
"Niigata","新潟県",7626,348,7220,58,8,0,268619,"JP-15"
"Toyama","富山県",4748,114,4586,48,7,0,108900,"JP-16"
"Ishikawa","石川県",7754,198,7411,123,3,22,183845,"JP-17"
"Fukui","福井県",2944,124,2784,36,0,0,110082,"JP-18"
"Yamanashi","山梨県",4957,190,4739,29,1,1,105725,"JP-19"
"Nagano","長野県",8619,268,8308,95,1,52,296794,"JP-20"
"Gifu","岐阜県",18357,657,17657,208,13,165,386271,"JP-21"
"Shizuoka","静岡県",26261,1213,24848,200,10,0,586213,"JP-22"
"Aichi","愛知県",103301,9220,92977,1104,67,0,1211715,"JP-23"
"Mie","三重県",14461,685,13939,155,12,318,209444,"JP-24"
"Shiga","滋賀県",12037,402,11536,99,6,0,242550,"JP-25"
"Kyoto","京都府",34999,2534,32158,260,49,47,404350,"JP-26"
"Osaka","大阪府",196042,9903,181282,2918,478,1939,3267441,"JP-27"
"Hyogo","兵庫県",75732,3023,71331,1378,60,0,711847,"JP-28"
"Nara","奈良県",15406,567,14694,145,13,0,237186,"JP-29"
"Wakayama","和歌山県",5155,123,4870,59,6,103,62940,"JP-30"
"Tottori","鳥取県",1632,73,1531,5,1,23,139504,"JP-31"
"Shimane","島根県",1552,47,1503,2,1,0,50282,"JP-32"
"Okayama","岡山県",14978,615,14091,135,13,137,249075,"JP-33"
"Hiroshima","広島県",21178,496,20144,191,11,347,844713,"JP-34"
"Yamaguchi","山口県",5507,133,5286,88,1,0,173420,"JP-35"
"Tokushima","徳島県",3198,149,2985,64,2,0,98793,"JP-36"
"Kagawa","香川県",4643,99,4507,36,4,1,123893,"JP-37"
"Ehime","愛媛県",5028,117,4830,81,4,0,143006,"JP-38"
"Kochi","高知県",4042,96,3915,31,1,0,93047,"JP-39"
"Fukuoka","福岡県",73165,4587,67909,595,27,74,1196737,"JP-40"
"Saga","佐賀県",5667,105,5575,29,1,42,96715,"JP-41"
"Nagasaki","長崎県",5896,187,5639,71,2,1,170883,"JP-42"
"Kumamoto","熊本県",14086,467,13488,131,10,0,118950,"JP-43"
"Oita","大分県",7938,228,7633,77,3,0,248761,"JP-44"
"Miyazaki","宮崎県",6048,213,5725,39,6,71,71159,"JP-45"
"Kagoshima","鹿児島県",9017,291,8723,63,5,60,163651,"JP-46"
"Okinawa","沖縄県",48780,2466,45655,290,62,369,377142,"JP-47"
