"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",41032,2260,37516,1346,27,90,757281,"JP-01"
"Aomori","青森県",2453,25,2397,31,0,0,49015,"JP-02"
"Iwate","岩手県",1633,74,1513,46,1,0,81973,"JP-03"
"Miyagi","宮城県",9068,74,8906,86,6,2,153628,"JP-04"
"Akita","秋田県",776,18,738,20,1,0,14431,"JP-05"
"Yamagata","山形県",2020,35,1938,47,3,0,64210,"JP-06"
"Fukushima","福島県",4785,115,4509,161,5,0,270217,"JP-07"
"Ibaraki","茨城県",10276,214,9901,161,7,0,33068,"JP-08"
"Tochigi","栃木県",6806,172,6553,81,12,0,279800,"JP-09"
"Gunma","群馬県",8004,69,7784,151,8,0,187878,"JP-10"
"Saitama","埼玉県",45584,832,43926,826,23,0,941020,"JP-11"
"Chiba","千葉県",39258,995,37562,701,16,0,660407,"JP-12"
"Tokyo","東京都",169321,3269,163854,2198,47,0,2442971,"JP-13"
"Kanagawa","神奈川県",65599,1519,63144,936,38,0,1005395,"JP-14"
"Niigata","新潟県",3384,72,3265,47,6,0,163093,"JP-15"
"Toyama","富山県",2017,70,1910,37,2,0,70813,"JP-16"
"Ishikawa","石川県",3914,68,3729,114,2,3,117918,"JP-17"
"Fukui","福井県",1138,80,1024,34,0,0,62888,"JP-18"
"Yamanashi","山梨県",1981,221,1740,20,1,0,50098,"JP-19"
"Nagano","長野県",4978,70,4892,91,2,75,196555,"JP-20"
"Gifu","岐阜県",9371,192,8996,183,10,0,261803,"JP-21"
"Shizuoka","静岡県",9046,310,8589,147,3,0,388700,"JP-22"
"Aichi","愛知県",50444,1677,47834,933,49,0,800274,"JP-23"
"Mie","三重県",5191,94,5124,110,5,137,137890,"JP-24"
"Shiga","滋賀県",5496,165,5242,89,4,0,145732,"JP-25"
"Kyoto","京都府",16466,252,15978,235,15,1,275550,"JP-26"
"Osaka","大阪府",102482,1791,97256,2605,217,830,2049400,"JP-27"
"Hyogo","兵庫県",40718,396,39050,1272,31,0,493442,"JP-28"
"Nara","奈良県",8164,138,7900,126,9,0,163391,"JP-29"
"Wakayama","和歌山県",2660,8,2546,48,4,58,41378,"JP-30"
"Tottori","鳥取県",466,3,454,2,0,7,80826,"JP-31"
"Shimane","島根県",551,7,543,1,1,0,29236,"JP-32"
"Okayama","岡山県",7580,139,7302,124,4,15,158467,"JP-33"
"Hiroshima","広島県",11394,266,10919,167,19,42,534171,"JP-34"
"Yamaguchi","山口県",3111,103,2935,73,1,0,116931,"JP-35"
"Tokushima","徳島県",1652,18,1571,63,0,0,63111,"JP-36"
"Kagawa","香川県",2083,37,2021,30,2,5,83415,"JP-37"
"Ehime","愛媛県",2749,19,2655,75,4,0,93801,"JP-38"
"Kochi","高知県",1733,88,1622,23,6,0,10929,"JP-39"
"Fukuoka","福岡県",35238,884,33825,512,32,17,807257,"JP-40"
"Saga","佐賀県",2546,17,2543,24,0,38,54883,"JP-41"
"Nagasaki","長崎県",3115,89,2957,69,0,0,120797,"JP-42"
"Kumamoto","熊本県",6440,84,6243,113,9,0,81106,"JP-43"
"Oita","大分県",3486,52,3373,61,1,0,162372,"JP-44"
"Miyazaki","宮崎県",3067,24,3003,27,0,13,43896,"JP-45"
"Kagoshima","鹿児島県",3637,117,3518,36,3,34,109435,"JP-46"
"Okinawa","沖縄県",20158,1500,18497,167,61,6,243438,"JP-47"
