"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1367,90,1175,103,5,1,26110
"Aomori","青森県",31,4,26,1,0,0,1317
"Iwate","岩手県",0,0,0,0,0,0,1290
"Miyagi","宮城県",138,17,120,1,0,0,5385
"Akita","秋田県",16,0,16,0,0,0,1054
"Yamagata","山形県",75,3,72,1,0,1,2841
"Fukushima","福島県",86,4,82,0,0,0,8836
"Ibaraki","茨城県",237,26,201,10,1,0,6442
"Tochigi","栃木県",147,46,97,0,0,4,11837
"Gunma","群馬県",177,20,138,19,2,0,7256
"Saitama","埼玉県",1955,480,1404,71,5,0,55838
"Chiba","千葉県",1406,290,1070,46,3,0,24972
"Tokyo","東京都",10420,2241,7852,327,21,0,151630
"Kanagawa","神奈川県",2160,303,1759,98,7,0,16219
"Niigata","新潟県",92,6,85,0,0,1,5858
"Toyama","富山県",235,6,207,22,0,0,4874
"Ishikawa","石川県",307,10,270,27,1,0,3056
"Fukui","福井県",127,4,115,8,0,0,4445
"Yamanashi","山梨県",80,4,75,1,0,0,6681
"Nagano","長野県",86,9,77,"-",0,0,5531
"Gifu","岐阜県",208,42,159,7,0,0,8212
"Shizuoka","静岡県",119,29,89,1,0,0,10472
"Aichi","愛知県",772,241,496,35,1,0,16828
"Mie","三重県",59,8,49,1,0,1,3435
"Shiga","滋賀県",145,39,105,1,2,0,3573
"Kyoto","京都府",586,146,422,18,1,0,14909
"Osaka","大阪府",2766,634,2046,86,13,0,59472
"Hyogo","兵庫県",883,113,725,45,0,0,20675
"Nara","奈良県",184,58,124,2,1,0,7978
"Wakayama","和歌山県",109,25,81,3,1,0,5306
"Tottori","鳥取県",5,1,4,0,0,0,2261
"Shimane","島根県",26,1,24,0,0,1,2046
"Okayama","岡山県",45,12,32,"-","-",1,2507
"Hiroshima","広島県",227,40,185,3,0,1,9665
"Yamaguchi","山口県",47,10,37,0,0,0,3440
"Tokushima","徳島県",10,5,4,1,0,0,1487
"Kagawa","香川県",45,17,28,0,0,0,4184
"Ehime","愛媛県",83,1,77,5,0,0,2757
"Kochi","高知県",77,2,72,3,0,0,2155
"Fukuoka","福岡県",1174,251,890,33,3,0,20267
"Saga","佐賀県",57,10,47,0,0,0,1864
"Nagasaki","長崎県",47,30,16,1,"-",0,5522
"Kumamoto","熊本県",57,8,46,3,0,0,4607
"Oita","大分県",60,0,59,1,0,0,5950
"Miyazaki","宮崎県",23,5,18,0,0,0,1868
"Kagoshima","鹿児島県",174,62,112,0,0,0,8642
"Okinawa","沖縄県",162,16,143,7,1,0,5941
