"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",56236,5135,49774,1442,16,115,986630,"JP-01"
"Aomori","青森県",4221,915,3273,33,1,0,67995,"JP-02"
"Iwate","岩手県",2951,326,2576,49,0,0,106525,"JP-03"
"Miyagi","宮城県",14505,2368,11956,100,33,81,204004,"JP-04"
"Akita","秋田県",1597,291,1284,22,2,0,20728,"JP-05"
"Yamagata","山形県",3124,440,2636,48,5,0,83152,"JP-06"
"Fukushima","福島県",8604,1047,7392,165,14,0,362075,"JP-07"
"Ibaraki","茨城県",20241,2327,17728,186,32,0,37322,"JP-08"
"Tochigi","栃木県",13052,1996,10954,102,16,0,390311,"JP-09"
"Gunma","群馬県",14667,2763,11745,159,23,0,252033,"JP-10"
"Saitama","埼玉県",98954,25887,63080,889,155,9098,1283524,"JP-11"
"Chiba","千葉県",83345,14097,68414,834,110,0,925904,"JP-12"
"Tokyo","東京都",338750,39311,296973,2466,296,0,3237557,"JP-13"
"Kanagawa","神奈川県",144507,17926,125485,1096,238,0,1380361,"JP-14"
"Niigata","新潟県",6649,1263,5332,54,7,0,236593,"JP-15"
"Toyama","富山県",4293,1212,3040,41,13,0,98298,"JP-16"
"Ishikawa","石川県",7185,641,6404,123,9,17,164224,"JP-17"
"Fukui","福井県",2516,323,2157,36,1,0,95824,"JP-18"
"Yamanashi","山梨県",4175,697,3458,23,3,3,92433,"JP-19"
"Nagano","長野県",7776,917,6719,94,6,46,264256,"JP-20"
"Gifu","岐阜県",15247,2853,12132,200,8,62,344187,"JP-21"
"Shizuoka","静岡県",20992,6009,14816,167,37,0,524758,"JP-22"
"Aichi","愛知県",79060,17765,60260,1035,49,0,1041478,"JP-23"
"Mie","三重県",11965,4597,7473,127,20,232,181186,"JP-24"
"Shiga","滋賀県",10332,2647,7589,96,12,0,203022,"JP-25"
"Kyoto","京都府",29408,7201,21486,252,97,469,363132,"JP-26"
"Osaka","大阪府",164773,26886,133260,2784,525,1843,2907735,"JP-27"
"Hyogo","兵庫県",63077,7897,53844,1336,68,0,642878,"JP-28"
"Nara","奈良県",13037,1726,11174,137,15,0,213833,"JP-29"
"Wakayama","和歌山県",4457,511,3793,54,29,99,55757,"JP-30"
"Tottori","鳥取県",1356,256,1080,3,1,17,124354,"JP-31"
"Shimane","島根県",1287,218,1067,2,1,0,42979,"JP-32"
"Okayama","岡山県",13093,1861,10253,127,13,852,216620,"JP-33"
"Hiroshima","広島県",17564,1510,14511,180,17,1363,723783,"JP-34"
"Yamaguchi","山口県",4839,746,4008,85,3,0,147535,"JP-35"
"Tokushima","徳島県",2608,486,2059,63,2,0,85653,"JP-36"
"Kagawa","香川県",4133,800,3299,34,7,0,112793,"JP-37"
"Ehime","愛媛県",4548,633,3835,80,3,0,127720,"JP-38"
"Kochi","高知県",3329,723,2575,31,5,0,75539,"JP-39"
"Fukuoka","福岡県",63755,11506,50731,562,34,956,1087771,"JP-40"
"Saga","佐賀県",5006,835,3436,27,2,708,84917,"JP-41"
"Nagasaki","長崎県",5174,734,4373,69,1,2,157206,"JP-42"
"Kumamoto","熊本県",12172,2310,9736,126,14,0,106768,"JP-43"
"Oita","大分県",6757,1518,5171,68,2,0,223320,"JP-44"
"Miyazaki","宮崎県",5129,1178,3866,30,6,55,59059,"JP-45"
"Kagoshima","鹿児島県",7978,1794,6056,44,5,84,147179,"JP-46"
"Okinawa","沖縄県",41914,6514,34954,258,119,188,338169,"JP-47"
