"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",50319,3858,45032,1433,19,4,919563,"JP-01"
"Aomori","青森県",3247,404,2811,32,0,0,62277,"JP-02"
"Iwate","岩手県",2497,360,2089,48,1,0,99867,"JP-03"
"Miyagi","宮城県",11880,1336,10319,93,12,132,186856,"JP-04"
"Akita","秋田県",1222,141,1060,21,2,0,18967,"JP-05"
"Yamagata","山形県",2609,277,2285,47,5,0,77032,"JP-06"
"Fukushima","福島県",7455,1060,6231,164,16,0,340501,"JP-07"
"Ibaraki","茨城県",16647,2070,14401,176,28,0,36486,"JP-08"
"Tochigi","栃木県",10581,1565,8920,96,19,0,369433,"JP-09"
"Gunma","群馬県",11335,1629,9550,156,21,0,234786,"JP-10"
"Saitama","埼玉県",79377,21973,56540,864,125,0,1193888,"JP-11"
"Chiba","千葉県",65560,10557,54244,759,94,0,861896,"JP-12"
"Tokyo","東京都",286471,38867,245256,2348,276,0,3043648,"JP-13"
"Kanagawa","神奈川県",115178,15142,99010,1026,212,0,1302614,"JP-14"
"Niigata","新潟県",5287,772,4461,54,7,0,216207,"JP-15"
"Toyama","富山県",3114,609,2467,38,10,0,90372,"JP-16"
"Ishikawa","石川県",6375,743,5500,120,9,12,151761,"JP-17"
"Fukui","福井県",2065,209,1820,36,2,0,88489,"JP-18"
"Yamanashi","山梨県",3332,533,2782,23,2,6,80996,"JP-19"
"Nagano","長野県",6380,640,5659,94,3,13,247777,"JP-20"
"Gifu","岐阜県",11350,1144,10015,191,2,0,315743,"JP-21"
"Shizuoka","静岡県",14615,3098,11358,159,20,0,493559,"JP-22"
"Aichi","愛知県",60834,5468,54348,1018,28,0,975976,"JP-23"
"Mie","三重県",7394,1307,6145,117,13,175,170386,"JP-24"
"Shiga","滋賀県",7908,1409,6404,95,4,0,185479,"JP-25"
"Kyoto","京都府",23325,3827,18829,249,84,420,336408,"JP-26"
"Osaka","大阪府",135267,14438,116627,2747,450,1455,2683382,"JP-27"
"Hyogo","兵庫県",51277,4325,45627,1326,43,1,596185,"JP-28"
"Nara","奈良県",10695,1082,9479,134,12,0,201790,"JP-29"
"Wakayama","和歌山県",3584,296,3157,50,11,81,49507,"JP-30"
"Tottori","鳥取県",1142,270,856,3,1,13,110078,"JP-31"
"Shimane","島根県",968,141,825,2,1,0,38671,"JP-32"
"Okayama","岡山県",10280,863,8233,127,7,1057,197807,"JP-33"
"Hiroshima","広島県",13922,928,12568,180,10,246,646233,"JP-34"
"Yamaguchi","山口県",3890,405,3405,80,2,0,136504,"JP-35"
"Tokushima","徳島県",1997,146,1788,63,1,0,78144,"JP-36"
"Kagawa","香川県",3125,582,2510,34,7,1,102275,"JP-37"
"Ehime","愛媛県",3736,595,3064,77,5,0,115997,"JP-38"
"Kochi","高知県",2375,193,2151,31,5,0,68954,"JP-39"
"Fukuoka","福岡県",51200,7965,41969,552,28,714,1004882,"JP-40"
"Saga","佐賀県",3674,519,2881,27,0,247,73259,"JP-41"
"Nagasaki","長崎県",4273,592,3617,69,1,5,146196,"JP-42"
"Kumamoto","熊本県",9331,1395,7815,121,8,0,94512,"JP-43"
"Oita","大分県",4660,750,3846,64,1,0,202381,"JP-44"
"Miyazaki","宮崎県",3932,485,3407,27,0,13,52244,"JP-45"
"Kagoshima","鹿児島県",5689,1141,4303,42,2,203,131321,"JP-46"
"Okinawa","沖縄県",33932,5590,27945,247,107,150,313751,"JP-47"
