"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",19944,703,18534,709,3,2,412087,"JP-01"
"Aomori","青森県",863,46,797,20,0,0,21655,"JP-02"
"Iwate","岩手県",565,10,525,30,0,0,29864,"JP-03"
"Miyagi","宮城県",4098,374,3699,25,6,0,74854,"JP-04"
"Akita","秋田県",269,1,262,6,0,0,7194,"JP-05"
"Yamagata","山形県",557,18,524,15,0,0,29564,"JP-06"
"Fukushima","福島県",2204,246,1863,95,13,0,127423,"JP-07"
"Ibaraki","茨城県",6194,289,5784,121,4,0,25292,"JP-08"
"Tochigi","栃木県",4288,135,4084,69,0,0,157342,"JP-09"
"Gunma","群馬県",4705,125,4489,91,3,0,101978,"JP-10"
"Saitama","埼玉県",30976,1384,28922,670,35,0,594605,"JP-11"
"Chiba","千葉県",28035,1161,26363,511,22,0,441229,"JP-12"
"Tokyo","東京都",115584,2628,111367,1589,42,0,1639659,"JP-13"
"Kanagawa","神奈川県",46447,977,44723,747,37,0,640844,"JP-14"
"Niigata","新潟県",1188,93,1079,16,1,0,46600,"JP-15"
"Toyama","富山県",912,10,874,28,2,0,38852,"JP-16"
"Ishikawa","石川県",1886,23,1800,62,3,1,55362,"JP-17"
"Fukui","福井県",546,2,519,25,0,0,33346,"JP-18"
"Yamanashi","山梨県",951,9,924,18,0,0,28326,"JP-19"
"Nagano","長野県",2431,56,2363,41,0,29,105681,"JP-20"
"Gifu","岐阜県",4796,62,4616,118,8,0,146743,"JP-21"
"Shizuoka","静岡県",5404,209,5091,104,0,0,219554,"JP-22"
"Aichi","愛知県",26448,523,25369,556,18,0,424959,"JP-23"
"Mie","三重県",2608,87,2537,63,4,79,70180,"JP-24"
"Shiga","滋賀県",2646,145,2450,51,6,0,79993,"JP-25"
"Kyoto","京都府",9196,175,8871,164,1,14,164742,"JP-26"
"Osaka","大阪府",48373,1031,45774,1156,60,412,895682,"JP-27"
"Hyogo","兵庫県",18475,468,17441,566,34,0,269806,"JP-28"
"Nara","奈良県",3456,73,3335,48,4,0,87904,"JP-29"
"Wakayama","和歌山県",1179,11,1125,18,2,25,25083,"JP-30"
"Tottori","鳥取県",210,1,205,2,0,2,43885,"JP-31"
"Shimane","島根県",285,1,284,0,0,0,16686,"JP-32"
"Okayama","岡山県",2583,77,2441,34,1,31,72624,"JP-33"
"Hiroshima","広島県",5064,35,4926,103,4,0,169571,"JP-34"
"Yamaguchi","山口県",1390,22,1326,42,0,0,62904,"JP-35"
"Tokushima","徳島県",464,16,430,18,1,0,28417,"JP-36"
"Kagawa","香川県",768,15,735,18,0,0,47376,"JP-37"
"Ehime","愛媛県",1074,16,1034,24,1,0,35168,"JP-38"
"Kochi","高知県",909,9,881,19,3,0,7218,"JP-39"
"Fukuoka","福岡県",18510,433,17763,314,15,0,473227,"JP-40"
"Saga","佐賀県",1142,79,1074,10,1,21,30048,"JP-41"
"Nagasaki","長崎県",1613,3,1573,37,0,0,71682,"JP-42"
"Kumamoto","熊本県",3474,26,3377,74,0,3,57422,"JP-43"
"Oita","大分県",1299,9,1268,22,0,0,85462,"JP-44"
"Miyazaki","宮崎県",1953,6,1918,22,0,7,24804,"JP-45"
"Kagoshima","鹿児島県",1763,10,1753,27,1,27,69724,"JP-46"
"Okinawa","沖縄県",8512,296,8100,122,2,6,153212,"JP-47"
