"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",29345,4327,23653,927,31,438,584945,"JP-01"
"Aomori","青森県",1926,325,1574,27,4,0,37785,"JP-02"
"Iwate","岩手県",1178,191,948,39,3,0,64488,"JP-03"
"Miyagi","宮城県",8490,409,7994,75,13,12,128727,"JP-04"
"Akita","秋田県",669,159,501,9,0,0,12270,"JP-05"
"Yamagata","山形県",1681,162,1482,37,5,0,51802,"JP-06"
"Fukushima","福島県",4153,622,3401,130,24,0,207480,"JP-07"
"Ibaraki","茨城県",8884,529,8218,137,16,0,31283,"JP-08"
"Tochigi","栃木県",5782,338,5370,74,4,0,227305,"JP-09"
"Gunma","群馬県",7087,734,6241,111,16,1,150903,"JP-10"
"Saitama","埼玉県",41094,2835,37501,758,48,0,811836,"JP-11"
"Chiba","千葉県",35211,1439,33119,653,20,0,578101,"JP-12"
"Tokyo","東京都",150925,7506,141479,1940,84,0,2137999,"JP-13"
"Kanagawa","神奈川県",57249,2340,54060,849,54,0,861075,"JP-14"
"Niigata","新潟県",2773,390,2356,27,4,0,123456,"JP-15"
"Toyama","富山県",1465,131,1302,32,5,0,55720,"JP-16"
"Ishikawa","石川県",3129,613,2421,93,17,2,77438,"JP-17"
"Fukui","福井県",978,78,866,34,0,0,54216,"JP-18"
"Yamanashi","山梨県",1376,136,1223,19,1,2,36365,"JP-19"
"Nagano","長野県",4228,327,3884,72,9,55,158481,"JP-20"
"Gifu","岐阜県",7327,1075,6110,142,13,0,210027,"JP-21"
"Shizuoka","静岡県",7231,736,6365,130,7,0,319923,"JP-22"
"Aichi","愛知県",39009,5233,33114,662,64,0,609769,"JP-23"
"Mie","三重県",4361,557,3814,96,11,106,109813,"JP-24"
"Shiga","滋賀県",4408,580,3759,69,8,0,114534,"JP-25"
"Kyoto","京都府",14232,1468,12636,196,29,68,232724,"JP-26"
"Osaka","大阪府",93370,20373,70187,1901,375,909,1611512,"JP-27"
"Hyogo","兵庫県",36671,4529,31302,840,95,0,417759,"JP-28"
"Nara","奈良県",7277,809,6372,96,23,0,138260,"JP-29"
"Wakayama","和歌山県",2454,211,2170,35,45,38,36777,"JP-30"
"Tottori","鳥取県",423,44,365,2,1,12,67483,"JP-31"
"Shimane","島根県",414,43,371,0,1,0,21314,"JP-32"
"Okayama","岡山県",5780,1308,4071,68,26,333,108427,"JP-33"
"Hiroshima","広島県",7736,864,6129,112,15,631,321772,"JP-34"
"Yamaguchi","山口県",2337,477,1809,51,7,0,92132,"JP-35"
"Tokushima","徳島県",1549,187,1308,54,6,0,49860,"JP-36"
"Kagawa","香川県",1743,405,1319,24,3,5,68950,"JP-37"
"Ehime","愛媛県",2601,218,2319,64,7,0,73470,"JP-38"
"Kochi","高知県",1144,46,1078,20,3,0,8642,"JP-39"
"Fukuoka","福岡県",29216,5303,23061,384,68,468,668620,"JP-40"
"Saga","佐賀県",2169,393,1710,15,3,51,44162,"JP-41"
"Nagasaki","長崎県",2678,528,2105,48,16,3,101836,"JP-42"
"Kumamoto","熊本県",5116,853,4179,84,22,0,70545,"JP-43"
"Oita","大分県",2768,632,1978,32,5,126,128104,"JP-44"
"Miyazaki","宮崎県",2764,461,2269,25,5,9,36174,"JP-45"
"Kagoshima","鹿児島県",2808,479,2283,28,3,18,91183,"JP-46"
"Okinawa","沖縄県",13621,1357,12130,140,12,6,201879,"JP-47"
