"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",38213,7828,29778,1128,56,521,685540,"JP-01"
"Aomori","青森県",2368,206,2132,30,1,0,45006,"JP-02"
"Iwate","岩手県",1448,119,1284,45,1,0,73756,"JP-03"
"Miyagi","宮城県",8874,187,8588,83,7,16,144763,"JP-04"
"Akita","秋田県",758,45,699,14,1,0,13807,"JP-05"
"Yamagata","山形県",1964,133,1790,41,5,0,59739,"JP-06"
"Fukushima","福島県",4588,219,4225,144,12,0,241742,"JP-07"
"Ibaraki","茨城県",9759,411,9198,150,9,0,32662,"JP-08"
"Tochigi","栃木県",6375,314,5983,78,12,0,263096,"JP-09"
"Gunma","群馬県",7838,337,7362,139,19,0,169017,"JP-10"
"Saitama","埼玉県",43891,1583,41521,787,44,0,883013,"JP-11"
"Chiba","千葉県",37209,954,35576,679,17,0,614088,"JP-12"
"Tokyo","東京都",161426,4774,154590,2062,70,0,2291661,"JP-13"
"Kanagawa","神奈川県",61675,1882,58909,884,74,0,932095,"JP-14"
"Niigata","新潟県",3229,258,2935,36,5,0,145334,"JP-15"
"Toyama","富山県",1883,241,1606,36,9,0,64552,"JP-16"
"Ishikawa","石川県",3772,423,3242,106,11,1,93320,"JP-17"
"Fukui","福井県",1040,29,977,34,0,0,59345,"JP-18"
"Yamanashi","山梨県",1550,99,1432,19,1,0,43111,"JP-19"
"Nagano","長野県",4807,251,4539,84,7,67,180225,"JP-20"
"Gifu","岐阜県",8858,695,7998,165,17,0,239832,"JP-21"
"Shizuoka","静岡県",8423,629,7656,138,7,0,354701,"JP-22"
"Aichi","愛知県",47233,4856,41586,791,95,0,710987,"JP-23"
"Mie","三重県",4936,311,4645,107,11,127,123611,"JP-24"
"Shiga","滋賀県",5136,442,4614,80,13,0,129104,"JP-25"
"Kyoto","京都府",15855,943,14745,212,26,45,255468,"JP-26"
"Osaka","大阪府",99920,8411,88261,2336,339,912,1835542,"JP-27"
"Hyogo","兵庫県",39705,1570,36954,1192,88,11,460466,"JP-28"
"Nara","奈良県",7914,286,7513,115,16,0,152910,"JP-29"
"Wakayama","和歌山県",2621,73,2449,44,21,55,40302,"JP-30"
"Tottori","鳥取県",466,32,424,2,0,8,73347,"JP-31"
"Shimane","島根県",542,73,469,0,4,0,26359,"JP-32"
"Okayama","岡山県",7360,992,6022,106,31,240,138031,"JP-33"
"Hiroshima","広島県",10691,913,9000,131,24,647,400384,"JP-34"
"Yamaguchi","山口県",2939,372,2503,64,7,0,103923,"JP-35"
"Tokushima","徳島県",1631,48,1522,61,2,0,58691,"JP-36"
"Kagawa","香川県",2012,125,1867,25,6,5,77518,"JP-37"
"Ehime","愛媛県",2718,69,2577,72,4,0,87384,"JP-38"
"Kochi","高知県",1493,234,1239,20,5,0,9897,"JP-39"
"Fukuoka","福岡県",34185,3846,29801,461,77,77,751432,"JP-40"
"Saga","佐賀県",2510,142,2374,19,4,25,50450,"JP-41"
"Nagasaki","長崎県",2906,137,2703,66,2,0,112248,"JP-42"
"Kumamoto","熊本県",6249,556,5596,97,25,0,78715,"JP-43"
"Oita","大分県",3386,311,3028,47,6,0,146890,"JP-44"
"Miyazaki","宮崎県",3034,109,2890,25,3,10,42796,"JP-45"
"Kagoshima","鹿児島県",3352,258,3069,30,2,5,101801,"JP-46"
"Okinawa","沖縄県",17267,2674,14448,151,88,6,220905,"JP-47"
