"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1849,74,1670,105,2,0,48361
"Aomori","青森県",35,2,32,1,0,0,2189
"Iwate","岩手県",23,4,19,0,0,0,3554
"Miyagi","宮城県",267,56,209,2,0,0,8569
"Akita","秋田県",50,1,49,0,0,0,1850
"Yamagata","山形県",78,2,76,1,1,1,3138
"Fukushima","福島県",191,52,139,0,2,0,16451
"Ibaraki","茨城県",593,49,530,14,3,0,11520
"Tochigi","栃木県",323,21,300,1,1,1,25197
"Gunma","群馬県",502,73,410,19,0,0,16368
"Saitama","埼玉県",4202,317,3788,97,9,0,122293
"Chiba","千葉県",3309,289,2954,66,8,0,63768
"Tokyo","東京都",22444,2253,19812,379,23,0,372223
"Kanagawa","神奈川県",5741,627,4988,126,27,0,127408
"Niigata","新潟県",147,7,140,0,1,0,13684
"Toyama","富山県",407,24,360,25,0,2,10487
"Ishikawa","石川県",722,104,577,41,0,0,10201
"Fukui","福井県",244,50,184,8,4,2,9099
"Yamanashi","山梨県",178,10,163,5,1,0,9927
"Nagano","長野県",295,29,271,1,0,6,16893
"Gifu","岐阜県",569,17,542,10,2,0,19425
"Shizuoka","静岡県",503,29,473,1,2,0,29325
"Aichi","愛知県",4751,421,4256,74,17,0,60763
"Mie","三重県",445,77,364,4,2,0,10957
"Shiga","滋賀県",467,39,421,7,1,0,10321
"Kyoto","京都府",1600,131,1444,25,3,0,35400
"Osaka","大阪府",9324,783,8361,172,40,8,153772
"Hyogo","兵庫県",2400,123,2223,54,9,0,48403
"Nara","奈良県",542,29,505,8,2,0,18123
"Wakayama","和歌山県",235,3,225,4,0,3,8858
"Tottori","鳥取県",22,0,22,0,0,0,4606
"Shimane","島根県",137,0,137,0,0,0,5145
"Okayama","岡山県",146,1,145,"-","-",0,7511
"Hiroshima","広島県",464,12,449,3,0,0,18590
"Yamaguchi","山口県",193,42,150,1,1,0,7640
"Tokushima","徳島県",146,47,88,6,3,5,6513
"Kagawa","香川県",86,11,73,2,0,0,9006
"Ehime","愛媛県",114,1,107,6,0,0,3909
"Kochi","高知県",134,7,124,3,1,0,3255
"Fukuoka","福岡県",4869,601,4194,74,16,0,43555
"Saga","佐賀県",243,6,237,0,0,0,5421
"Nagasaki","長崎県",234,13,217,3,0,1,16081
"Kumamoto","熊本県",557,35,506,8,0,8,12621
"Oita","大分県",158,16,140,2,0,0,14122
"Miyazaki","宮崎県",339,11,328,1,0,1,8267
"Kagoshima","鹿児島県",372,25,335,11,1,1,17011
"Okinawa","沖縄県",2259,237,1985,41,9,4,31139
