"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",13055,1621,10988,439,23,7,231206
"Aomori","青森県",438,51,380,7,2,0,9291
"Iwate","岩手県",379,70,287,22,3,0,13759
"Miyagi","宮城県",2069,453,1602,14,3,0,24174
"Akita","秋田県",125,30,94,1,0,0,4565
"Yamagata","山形県",369,84,280,5,6,0,10097
"Fukushima","福島県",896,237,640,19,5,0,55946
"Ibaraki","茨城県",2338,241,2061,36,7,0,18572
"Tochigi","栃木県",1266,310,956,6,9,6,70920
"Gunma","群馬県",2193,311,1842,40,11,0,51715
"Saitama","埼玉県",13424,2725,10500,199,54,0,312054
"Chiba","千葉県",10393,1829,8450,114,17,0,222862
"Tokyo","東京都",57040,7495,48932,613,81,0,975031
"Kanagawa","神奈川県",19849,2612,16977,260,61,0,342311
"Niigata","新潟県",505,87,418,3,0,3,27279
"Toyama","富山県",542,54,462,26,2,0,21742
"Ishikawa","石川県",1040,113,880,50,6,3,29071
"Fukui","福井県",348,17,320,11,2,0,18822
"Yamanashi","山梨県",525,49,465,11,3,0,14459
"Nagano","長野県",1129,121,1005,13,3,10,46746
"Gifu","岐阜県",2068,438,1599,31,9,0,63198
"Shizuoka","静岡県",2580,425,2117,38,7,0,88334
"Aichi","愛知県",15664,2351,13118,195,41,0,199918
"Mie","三重県",1237,139,1082,16,4,0,29023
"Shiga","滋賀県",1101,197,893,11,3,0,36649
"Kyoto","京都府",4455,1019,3431,47,14,42,90765
"Osaka","大阪府",29077,3458,25062,557,158,0,449377
"Hyogo","兵庫県",9324,1140,8004,180,48,0,134198
"Nara","奈良県",1912,335,1555,22,11,0,47698
"Wakayama","和歌山県",598,21,559,7,4,11,16309
"Tottori","鳥取県",95,28,65,0,1,2,23602
"Shimane","島根県",205,30,175,0,2,0,9344
"Okayama","岡山県",1285,384,762,13,8,126,31723
"Hiroshima","広島県",3010,486,1652,23,18,849,73605
"Yamaguchi","山口県",537,103,427,3,4,4,26760
"Tokushima","徳島県",195,7,179,9,0,0,15074
"Kagawa","香川県",288,89,196,3,0,0,23368
"Ehime","愛媛県",431,69,350,12,4,0,12200
"Kochi","高知県",634,158,470,6,8,0,5782
"Fukuoka","福岡県",8292,1303,6872,117,13,0,258021
"Saga","佐賀県",450,49,403,3,1,5,14638
"Nagasaki","長崎県",457,193,311,3,2,50,38000
"Kumamoto","熊本県",1739,172,1384,16,5,167,34504
"Oita","大分県",639,90,544,5,4,0,40729
"Miyazaki","宮崎県",715,68,647,5,0,5,12454
"Kagoshima","鹿児島県",966,110,856,13,2,13,37656
"Okinawa","沖縄県",5220,322,4822,81,6,5,87774
