"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections","ISO3155-2"
"Hokkaido","北海道",43265,1073,40683,1423,6,86,837785,"JP-01"
"Aomori","青森県",2619,55,2533,31,1,0,54873,"JP-02"
"Iwate","岩手県",1923,101,1775,47,0,0,92171,"JP-03"
"Miyagi","宮城県",9685,201,9386,91,2,7,169162,"JP-04"
"Akita","秋田県",996,32,944,20,1,0,17192,"JP-05"
"Yamagata","山形県",2092,22,2023,47,0,0,70383,"JP-06"
"Fukushima","福島県",5378,241,4975,162,10,0,303580,"JP-07"
"Ibaraki","茨城県",11611,532,10913,166,5,0,34583,"JP-08"
"Tochigi","栃木県",7682,340,7258,84,8,0,322306,"JP-09"
"Gunma","群馬県",8325,186,7984,155,2,0,209397,"JP-10"
"Saitama","埼玉県",52728,4211,47671,846,37,0,1055907,"JP-11"
"Chiba","千葉県",46075,2779,42567,729,21,0,761920,"JP-12"
"Tokyo","東京都",200720,12831,185612,2277,78,0,2741489,"JP-13"
"Kanagawa","神奈川県",77379,4514,71885,980,59,0,1133676,"JP-14"
"Niigata","新潟県",3773,225,3494,54,3,0,189016,"JP-15"
"Toyama","富山県",2171,103,2030,38,4,0,79872,"JP-16"
"Ishikawa","石川県",4621,463,4033,116,1,9,133283,"JP-17"
"Fukui","福井県",1490,84,1370,36,0,0,76581,"JP-18"
"Yamanashi","山梨県",2268,86,2161,21,0,0,69775,"JP-19"
"Nagano","長野県",5150,69,5062,94,0,75,221648,"JP-20"
"Gifu","岐阜県",9656,111,9357,188,2,0,288055,"JP-21"
"Shizuoka","静岡県",10262,547,9561,154,2,0,437255,"JP-22"
"Aichi","愛知県",52738,977,50758,1003,10,0,904584,"JP-23"
"Mie","三重県",5594,181,5440,114,2,141,156553,"JP-24"
"Shiga","滋賀県",5805,141,5571,93,1,0,166453,"JP-25"
"Kyoto","京都府",17531,466,16740,249,8,76,304370,"JP-26"
"Osaka","大阪府",109742,3517,102620,2719,158,886,2402057,"JP-27"
"Hyogo","兵庫県",42525,888,40322,1315,15,0,544463,"JP-28"
"Nara","奈良県",8778,238,8407,133,6,0,183125,"JP-29"
"Wakayama","和歌山県",2813,74,2629,49,2,61,43605,"JP-30"
"Tottori","鳥取県",658,125,496,2,1,35,94011,"JP-31"
"Shimane","島根県",675,106,567,2,0,0,33691,"JP-32"
"Okayama","岡山県",7891,104,7518,127,1,142,178588,"JP-33"
"Hiroshima","広島県",11846,160,11468,179,3,39,578001,"JP-34"
"Yamaguchi","山口県",3218,40,3098,80,0,0,128696,"JP-35"
"Tokushima","徳島県",1741,54,1625,63,0,1,70065,"JP-36"
"Kagawa","香川県",2163,38,2097,32,0,4,92055,"JP-37"
"Ehime","愛媛県",2851,73,2701,77,3,0,102935,"JP-38"
"Kochi","高知県",1999,58,1912,29,4,0,62096,"JP-39"
"Fukuoka","福岡県",37381,1045,35636,529,11,171,895642,"JP-40"
"Saga","佐賀県",2641,55,2596,24,0,34,61817,"JP-41"
"Nagasaki","長崎県",3340,90,3182,69,0,1,133654,"JP-42"
"Kumamoto","熊本県",6661,141,6399,121,0,0,83776,"JP-43"
"Oita","大分県",3570,57,3449,64,0,0,181308,"JP-44"
"Miyazaki","宮崎県",3167,51,3078,27,0,11,45406,"JP-45"
"Kagoshima","鹿児島県",3860,93,3754,39,2,26,116341,"JP-46"
"Okinawa","沖縄県",22847,1215,21376,233,45,23,275498,"JP-47"
