"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",4221,1094,3012,115,11,0,94853
"Aomori","青森県",274,59,210,5,2,0,6004
"Iwate","岩手県",30,5,26,0,0,1,5725
"Miyagi","宮城県",872,189,677,6,5,0,15374
"Akita","秋田県",68,7,60,0,1,1,2667
"Yamagata","山形県",89,7,81,1,0,0,6831
"Fukushima","福島県",418,38,374,6,3,0,33183
"Ibaraki","茨城県",834,64,752,18,1,0,14373
"Tochigi","栃木県",503,19,484,1,4,1,46544
"Gunma","群馬県",932,38,874,20,2,0,30881
"Saitama","埼玉県",6363,606,5644,113,8,0,199115
"Chiba","千葉県",5434,411,4940,83,6,0,137000
"Tokyo","東京都",33060,2135,30460,465,33,0,641107
"Kanagawa","神奈川県",9474,712,8584,178,20,0,214729
"Niigata","新潟県",200,18,182,0,0,0,18628
"Toyama","富山県",425,2,397,26,0,0,15366
"Ishikawa","石川県",824,17,758,49,0,0,18907
"Fukui","福井県",266,10,245,11,0,0,11730
"Yamanashi","山梨県",243,27,210,6,1,0,12161
"Nagano","長野県",387,44,342,6,0,5,24812
"Gifu","岐阜県",755,78,665,12,0,0,28212
"Shizuoka","静岡県",772,111,659,2,1,0,46257
"Aichi","愛知県",6869,756,6015,98,15,0,109029
"Mie","三重県",599,40,552,7,2,0,16342
"Shiga","滋賀県",625,73,543,9,0,0,14966
"Kyoto","京都府",2174,129,2015,30,1,0,55334
"Osaka","大阪府",14120,1278,12567,256,58,19,257164
"Hyogo","兵庫県",3538,269,3200,69,16,0,73509
"Nara","奈良県",754,103,640,11,0,0,26411
"Wakayama","和歌山県",291,16,266,4,2,5,10767
"Tottori","鳥取県",51,14,37,0,0,0,6013
"Shimane","島根県",141,0,141,0,0,0,6281
"Okayama","岡山県",341,118,185,6,2,32,11198
"Hiroshima","広島県",678,23,650,5,1,0,29061
"Yamaguchi","山口県",231,18,211,2,1,0,11960
"Tokushima","徳島県",170,6,155,9,0,0,7603
"Kagawa","香川県",107,5,100,2,0,0,14353
"Ehime","愛媛県",117,1,110,6,0,0,4468
"Kochi","高知県",144,0,140,4,0,0,3680
"Fukuoka","福岡県",5307,99,5104,104,4,0,173880
"Saga","佐賀県",274,18,257,1,0,2,7808
"Nagasaki","長崎県",249,4,241,3,0,1,23873
"Kumamoto","熊本県",860,51,788,9,1,12,21086
"Oita","大分県",161,2,156,3,0,0,22162
"Miyazaki","宮崎県",373,3,370,1,1,1,8828
"Kagoshima","鹿児島県",537,67,467,13,0,10,24022
"Okinawa","沖縄県",3561,264,3237,65,2,5,61958
