"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",1006,343,589,74,17,0,10485
"Aomori","青森県",27,6,21,0,0,1,800
"Iwate","岩手県",0,0,0,0,0,0,465
"Miyagi","宮城県",88,2,85,1,0,1,2511
"Akita","秋田県",16,1,15,0,0,0,905
"Yamagata","山形県",69,11,58,0,2,0,2560
"Fukushima","福島県",81,15,66,0,2,0,2827
"Ibaraki","茨城県",168,29,130,9,1,0,4202
"Tochigi","栃木県",60,20,40,0,5,2,2888
"Gunma","群馬県",147,35,94,18,1,0,3284
"Saitama","埼玉県",988,192,750,46,8,0,15507
"Chiba","千葉県",898,206,650,42,11,3,12773
"Tokyo","東京都",5055,1306,3512,237,54,0,14010
"Kanagawa","神奈川県",1251,379,809,63,34,0,7931
"Niigata","新潟県",83,23,60,0,0,1,3710
"Toyama","富山県",225,51,156,18,2,0,2935
"Ishikawa","石川県",287,89,177,21,3,0,2448
"Fukui","福井県",122,12,102,8,2,0,2297
"Yamanashi","山梨県",57,6,51,0,1,0,3205
"Nagano","長野県",76,24,52,"-",2,0,2324
"Gifu","岐阜県",150,9,134,7,1,0,3059
"Shizuoka","静岡県",73,6,66,1,2,0,3290
"Aichi","愛知県",504,66,404,34,2,3,8963
"Mie","三重県",45,6,38,1,0,0,2347
"Shiga","滋賀県",99,20,78,1,1,0,1596
"Kyoto","京都府",358,62,283,13,1,0,6285
"Osaka","大阪府",1768,417,1281,70,39,9,25638
"Hyogo","兵庫県",699,96,565,38,17,0,10062
"Nara","奈良県",90,9,79,2,0,0,2383
"Wakayama","和歌山県",63,8,52,3,0,0,3529
"Tottori","鳥取県",3,2,1,0,0,0,1247
"Shimane","島根県",24,8,16,0,1,0,993
"Okayama","岡山県",25,2,23,"-","-",0,1555
"Hiroshima","広島県",165,50,113,2,1,0,6320
"Yamaguchi","山口県",37,4,33,0,1,0,1598
"Tokushima","徳島県",5,0,4,1,0,0,669
"Kagawa","香川県",28,1,27,0,0,0,1983
"Ehime","愛媛県",71,25,43,3,2,0,1600
"Kochi","高知県",74,4,67,3,0,0,1681
"Fukuoka","福岡県",657,89,543,25,10,0,11443
"Saga","佐賀県",47,17,30,0,0,2,1317
"Nagasaki","長崎県",17,1,15,1,0,0,2552
"Kumamoto","熊本県",48,13,35,0,1,3,3725
"Oita","大分県",60,3,56,1,0,0,3677
"Miyazaki","宮崎県",17,3,14,0,0,0,1290
"Kagoshima","鹿児島県",10,3,7,0,0,0,1616
"Okinawa","沖縄県",142,13,123,6,4,0,2724
